File created by python code using SuperMAGGetIndices

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2023  07  07  20  57  00   179.12   -41.22   137.90
2023  07  07  20  58  00   186.46   -43.74   142.71
2023  07  07  20  59  00   193.49   -46.80   146.68
2023  07  07  21  00  00   195.84   -49.26   146.58
2023  07  07  21  01  00   202.57   -53.22   149.35
2023  07  07  21  02  00   209.61   -57.72   151.90
2023  07  07  21  03  00   217.57   -61.04   156.52
2023  07  07  21  04  00   223.19   -64.15   159.04
2023  07  07  21  05  00   227.69   -67.09   160.60
2023  07  07  21  06  00   234.25   -70.31   163.93
2023  07  07  21  07  00   239.70   -73.29   166.40
2023  07  07  21  08  00   246.60   -76.61   169.98
2023  07  07  21  09  00   252.17   -81.39   170.77
2023  07  07  21  10  00   263.74   -86.19   177.55
2023  07  07  21  11  00   268.96   -91.83   177.13
2023  07  07  21  12  00   282.10  -101.84   180.27
2023  07  07  21  13  00   294.39  -108.32   186.07
2023  07  07  21  14  00   300.24  -115.85   184.40
2023  07  07  21  15  00   312.58  -119.33   193.25
2023  07  07  21  16  00   318.66  -118.83   199.83
2023  07  07  21  17  00   313.32  -117.95   195.36
2023  07  07  21  18  00   314.31  -122.84   191.47
2023  07  07  21  19  00   312.18  -123.84   188.33
2023  07  07  21  20  00   316.13  -129.59   186.54
2023  07  07  21  21  00   323.93  -136.76   187.16
2023  07  07  21  22  00   328.16  -142.69   185.47
2023  07  07  21  23  00   330.01  -143.85   186.16
2023  07  07  21  24  00   328.19  -139.32   188.87
2023  07  07  21  25  00   333.31  -140.68   192.63
2023  07  07  21  26  00   341.56  -144.74   196.82
2023  07  07  21  27  00   337.09  -143.59   193.50
2023  07  07  21  28  00   348.90  -150.75   198.15
2023  07  07  21  29  00   347.29  -148.52   198.77
2023  07  07  21  30  00   354.47  -153.76   200.71
2023  07  07  21  31  00   356.71  -154.88   201.82
2023  07  07  21  32  00   364.89  -161.20   203.69
2023  07  07  21  33  00   372.57  -165.51   207.06
2023  07  07  21  34  00   388.56  -172.01   216.55
2023  07  07  21  35  00   404.57  -183.29   221.28
2023  07  07  21  36  00   395.71  -179.56   216.15
2023  07  07  21  37  00   396.29  -181.21   215.08
2023  07  07  21  38  00   392.23  -179.24   212.99
2023  07  07  21  39  00   406.31  -182.25   224.06
2023  07  07  21  40  00   409.82  -184.82   225.00
2023  07  07  21  41  00   409.46  -188.96   220.50
2023  07  07  21  42  00   422.60  -206.48   216.12
2023  07  07  21  43  00   476.59  -253.60   222.98
2023  07  07  21  44  00   503.93  -275.54   228.39
2023  07  07  21  45  00   577.23  -345.64   231.59
2023  07  07  21  46  00   588.83  -358.87   229.96
2023  07  07  21  47  00   601.61  -370.84   230.78
2023  07  07  21  48  00   617.90  -387.22   230.67
2023  07  07  21  49  00   637.75  -405.42   232.34
2023  07  07  21  50  00   671.21  -439.73   231.48
2023  07  07  21  51  00   645.66  -413.22   232.44
2023  07  07  21  52  00   635.53  -401.29   234.24
2023  07  07  21  53  00   670.30  -435.89   234.41
2023  07  07  21  54  00   682.20  -445.92   236.28
2023  07  07  21  55  00   740.89  -498.17   242.72
2023  07  07  21  56  00   754.24  -502.58   251.66
2023  07  07  21  57  00   808.61  -549.61   259.00
2023  07  07  21  58  00   788.03  -528.39   259.63
2023  07  07  21  59  00   786.65  -523.22   263.42
2023  07  07  22  00  00   771.27  -505.75   265.52
2023  07  07  22  01  00   762.68  -488.68   274.00
2023  07  07  22  02  00   756.69  -465.97   290.72
2023  07  07  22  03  00   761.70  -466.89   294.82
2023  07  07  22  04  00   709.52  -408.67   300.85
2023  07  07  22  05  00   736.66  -431.46   305.20
2023  07  07  22  06  00   755.38  -440.69   314.70
2023  07  07  22  07  00   784.28  -452.32   331.95
2023  07  07  22  08  00   792.52  -448.56   343.96
2023  07  07  22  09  00   812.16  -455.68   356.49
2023  07  07  22  10  00   773.55  -403.63   369.91
2023  07  07  22  11  00   789.60  -389.31   400.29
2023  07  07  22  12  00   786.13  -343.29   442.84
2023  07  07  22  13  00   807.57  -349.59   457.99
2023  07  07  22  14  00   798.40  -329.83   468.57
2023  07  07  22  15  00   784.67  -301.80   482.87
2023  07  07  22  16  00   751.51  -308.64   442.87
2023  07  07  22  17  00   762.31  -310.62   451.69
2023  07  07  22  18  00   770.30  -313.31   456.99
2023  07  07  22  19  00   774.45  -327.63   446.81
2023  07  07  22  20  00   803.56  -338.60   464.96
2023  07  07  22  21  00   794.72  -325.20   469.52
2023  07  07  22  22  00   755.20  -304.17   451.03
2023  07  07  22  23  00   734.71  -294.71   440.00
2023  07  07  22  24  00   709.47  -284.47   425.00
2023  07  07  22  25  00   686.62  -278.54   408.08
2023  07  07  22  26  00   660.52  -269.30   391.22
2023  07  07  22  27  00   643.06  -261.13   381.93
2023  07  07  22  28  00   632.35  -255.07   377.28
2023  07  07  22  29  00   645.22  -254.37   390.85
2023  07  07  22  30  00   664.92  -279.08   385.84
2023  07  07  22  31  00   661.16  -284.91   376.25
2023  07  07  22  32  00   645.42  -274.52   370.90
2023  07  07  22  33  00   671.95  -301.20   370.75
2023  07  07  22  34  00   687.32  -318.07   369.25
2023  07  07  22  35  00   712.32  -337.59   374.73
2023  07  07  22  36  00   706.56  -333.01   373.55
2023  07  07  22  37  00   702.26  -333.72   368.54
2023  07  07  22  38  00   641.34  -279.28   362.06
2023  07  07  22  39  00   617.14  -272.10   345.03
2023  07  07  22  40  00   610.31  -282.71   327.60
2023  07  07  22  41  00   606.38  -291.39   315.00
2023  07  07  22  42  00   598.65  -289.27   309.38
2023  07  07  22  43  00   608.24  -300.72   307.51
2023  07  07  22  44  00   598.09  -298.99   299.10
2023  07  07  22  45  00   586.68  -299.98   286.70
2023  07  07  22  46  00   580.40  -307.32   273.08
2023  07  07  22  47  00   587.66  -317.26   270.40
2023  07  07  22  48  00   589.94  -318.74   271.20
2023  07  07  22  49  00   585.08  -311.14   273.94
2023  07  07  22  50  00   587.59  -320.46   267.12
2023  07  07  22  51  00   592.99  -326.67   266.32
2023  07  07  22  52  00   596.83  -333.40   263.44
2023  07  07  22  53  00   604.47  -338.82   265.65
2023  07  07  22  54  00   608.07  -341.01   267.07
2023  07  07  22  55  00   603.07  -338.42   264.65
2023  07  07  22  56  00   594.32  -331.65   262.67
2023  07  07  22  57  00   587.88  -323.10   264.78
2023  07  07  22  58  00   598.81  -328.15   270.66
2023  07  07  22  59  00   582.26  -309.96   272.30
2023  07  07  23  00  00   570.19  -287.23   282.96
2023  07  07  23  01  00   558.07  -269.79   288.27
2023  07  07  23  02  00   547.01  -259.63   287.38
2023  07  07  23  03  00   529.68  -243.67   286.01
2023  07  07  23  04  00   532.01  -241.32   290.69
2023  07  07  23  05  00   527.37  -234.80   292.57
2023  07  07  23  06  00   551.67  -251.18   300.50
2023  07  07  23  07  00   580.32  -263.02   317.30
2023  07  07  23  08  00   597.73  -266.30   331.43
2023  07  07  23  09  00   615.77  -281.11   334.66
2023  07  07  23  10  00   629.37  -289.07   340.30
2023  07  07  23  11  00   649.90  -307.36   342.54
2023  07  07  23  12  00   651.54  -313.31   338.23
2023  07  07  23  13  00   631.60  -311.46   320.14
2023  07  07  23  14  00   624.39  -308.07   316.32
2023  07  07  23  15  00   617.86  -304.49   313.37
2023  07  07  23  16  00   616.27  -308.96   307.31
2023  07  07  23  17  00   627.11  -330.11   297.00
2023  07  07  23  18  00   638.75  -352.85   285.90
2023  07  07  23  19  00   657.56  -364.62   292.94
2023  07  07  23  20  00   664.43  -371.81   292.62
2023  07  07  23  21  00   668.66  -382.00   286.66
2023  07  07  23  22  00   685.82  -400.16   285.66
2023  07  07  23  23  00   679.90  -396.76   283.15
2023  07  07  23  24  00   670.05  -381.14   288.91
2023  07  07  23  25  00   654.46  -365.01   289.44
2023  07  07  23  26  00   598.72  -330.52   268.20
2023  07  07  23  27  00   576.93  -331.27   245.66
2023  07  07  23  28  00   571.83  -341.79   230.03
2023  07  07  23  29  00   589.91  -354.40   235.50
2023  07  07  23  30  00   578.66  -344.00   234.66
2023  07  07  23  31  00   561.43  -330.53   230.91
2023  07  07  23  32  00   547.94  -319.23   228.71
2023  07  07  23  33  00   544.25  -314.75   229.51
2023  07  07  23  34  00   535.97  -306.86   229.11
2023  07  07  23  35  00   533.86  -306.66   227.20
2023  07  07  23  36  00   532.94  -307.83   225.11
2023  07  07  23  37  00   528.65  -306.02   222.63
2023  07  07  23  38  00   532.54  -308.12   224.42
2023  07  07  23  39  00   543.87  -319.88   223.99
2023  07  07  23  40  00   565.49  -338.37   227.13
2023  07  07  23  41  00   563.61  -333.73   229.88
2023  07  07  23  42  00   560.27  -325.26   235.01
2023  07  07  23  43  00   556.84  -313.85   242.99
2023  07  07  23  44  00   555.94  -300.80   255.14
2023  07  07  23  45  00   539.92  -285.62   254.31
2023  07  07  23  46  00   535.97  -281.58   254.39
2023  07  07  23  47  00   560.97  -301.22   259.75
2023  07  07  23  48  00   573.40  -312.42   260.98
2023  07  07  23  49  00   585.35  -325.35   260.00
2023  07  07  23  50  00   588.17  -331.41   256.76
2023  07  07  23  51  00   582.60  -321.09   261.50
2023  07  07  23  52  00   575.28  -311.34   263.94
2023  07  07  23  53  00   568.97  -305.89   263.08
2023  07  07  23  54  00   558.50  -299.57   258.93
2023  07  07  23  55  00   542.14  -293.16   248.99
2023  07  07  23  56  00   522.67  -281.56   241.11
2023  07  07  23  57  00   510.30  -271.66   238.64
2023  07  07  23  58  00   496.65  -265.48   231.17
2023  07  07  23  59  00   483.67  -262.13   221.54
