
Data downloaded from OMNIWeb and processed by omniweb_read.py

No AlphaRatio was considered

#TIMEDELAY
0.0

#START
 2023 07 07 03 31 00 000   -4.93     4.71     3.78  -464.20     13.00      0.40    7.79    334259.0
 2023 07 07 03 32 00 000   -3.30     3.01     5.84  -472.30     17.00    -30.40    8.83    373957.0
 2023 07 07 03 33 00 000   -4.95     1.96     3.47  -462.20     43.10     29.10    7.66    283405.0
 2023 07 07 03 34 00 000   -2.39     2.30     2.26  -459.00     42.90     37.60    7.50    279447.0
 2023 07 07 03 35 00 000   -3.72     1.88    -0.26  -480.30     28.90     14.00    8.65    424140.0
 2023 07 07 03 36 00 000   -4.17     2.64    -0.32  -503.90     46.70     24.90    9.17    484863.0
 2023 07 07 03 37 00 000   -5.23     2.16     0.38  -503.90     46.70     24.90    9.17    484863.0
 2023 07 07 03 38 00 000   -3.61     1.09    -1.69  -490.10     49.90     40.10    8.49    456557.0
 2023 07 07 03 39 00 000   -1.95     1.51    -0.18  -514.60     43.60     23.10    8.30    416154.0
 2023 07 07 03 40 00 000   -4.79     1.28    -2.44  -546.20     35.50      1.20    8.07    364129.0
 2023 07 07 03 41 00 000   -0.89     2.06     3.38  -546.20     35.50      1.20    8.07    364129.0
 2023 07 07 03 42 00 000   -2.70     2.28    -0.97  -455.20     27.30     58.80    6.82    200934.0
 2023 07 07 03 43 00 000   -2.59     1.39     0.36  -455.20     27.30     58.80    6.82    200934.0
 2023 07 07 03 44 00 000   -3.23     2.59     0.37  -496.20     61.20     -4.00    8.20    419102.0
 2023 07 07 03 45 00 000   -2.11     3.35     3.23  -502.40     47.10     -5.60    7.61    328290.0
 2023 07 07 03 46 00 000   -3.23     4.88     2.55  -493.50     44.80     22.00    7.70    292176.0
 2023 07 07 03 47 00 000   -3.13     3.32     1.86  -487.40     28.60     33.90    7.71    219472.0
 2023 07 07 03 48 00 000   -3.45     4.41     3.35  -458.90     25.70     67.20    7.72    267961.0
 2023 07 07 03 49 00 000   -2.66     3.73     4.89  -476.50     36.90     39.90    7.37    226644.0
 2023 07 07 03 50 00 000   -5.03     2.21     1.96  -496.60     54.90    -18.70    7.29    239168.0
 2023 07 07 03 51 00 000   -2.18    -0.50     5.78  -502.60     84.20    -30.90    7.37    249715.0
 2023 07 07 03 52 00 000   -1.66    -1.09     7.98  -489.60     93.30    -27.80    6.63    229645.0
 2023 07 07 03 53 00 000   -1.89     1.16     7.60  -488.60     84.80    -23.30    6.77    240517.0
 2023 07 07 03 54 00 000   -3.47    -0.13     8.09  -482.50     48.70     -6.80    7.43    293552.0
 2023 07 07 03 55 00 000   -3.63    -0.25     7.87  -480.00     77.70    -32.10    7.15    259652.0
 2023 07 07 03 56 00 000   -2.04     1.89     7.37  -486.20     73.80    -34.20    7.05    253233.0
 2023 07 07 03 57 00 000   -0.58     5.10     6.55  -498.90     18.90    -21.50    7.34    277804.0
 2023 07 07 03 58 00 000   -0.67     3.53     5.50  -507.60     48.40    -24.10    7.41    282110.0
 2023 07 07 03 59 00 000   -0.55     4.69     5.56  -505.60     64.50    -17.90    8.27    343490.0
 2023 07 07 04 00 00 000    1.38     3.01     6.69  -508.70     11.60     -6.50    7.54    257014.0
 2023 07 07 04 01 00 000    0.75     1.62     7.08  -511.40     30.30    -18.90    7.32    252110.0
 2023 07 07 04 02 00 000    2.06     5.99     5.38  -519.60     52.10    -28.90    7.08    261362.0
 2023 07 07 04 03 00 000    2.38     4.53     6.50  -528.50     16.30     -7.70    6.82    242417.0
 2023 07 07 04 04 00 000    1.74     4.97     6.18  -528.50     16.30     -7.70    6.82    242417.0
 2023 07 07 04 05 00 000    1.51     4.63     5.81  -512.30     20.80     -0.90    7.47    219983.0
 2023 07 07 04 06 00 000    2.05     4.56     4.04  -512.30     20.80     -0.90    7.47    219983.0
 2023 07 07 04 07 00 000    2.30     5.70     2.54  -512.30     20.80     -0.90    7.47    219983.0
 2023 07 07 04 08 00 000    1.45     4.39     4.21  -518.90     27.00     -0.10    7.73    278825.0
 2023 07 07 04 09 00 000    3.91     8.27    -1.38  -516.20     35.80     -8.70    7.77    289042.0
 2023 07 07 04 10 00 000    2.25     6.64     1.44  -508.40     61.50    -33.30    7.88    318530.0
 2023 07 07 04 11 00 000    3.10     9.09    -1.31  -521.30      6.40     33.00    8.29    316601.0
 2023 07 07 04 12 00 000    2.47     9.12    -0.88  -521.30      6.40     33.00    8.29    316601.0
 2023 07 07 04 13 00 000    2.66     8.84    -1.57  -521.30      6.40     33.00    8.29    316601.0
 2023 07 07 04 14 00 000    4.09     7.72    -4.29  -522.50     15.20     51.20    8.03    316514.0
 2023 07 07 04 15 00 000    2.65     8.96    -1.29  -519.90     13.90     47.10    8.23    336906.0
 2023 07 07 04 16 00 000   -0.60     3.79     1.18  -507.90      7.70     28.10    9.19    432190.0
 2023 07 07 04 17 00 000   -2.02     4.70     4.02  -491.60     18.10     -6.00    9.25    297873.0
 2023 07 07 04 18 00 000   -2.17     3.09     3.36  -489.90     19.20     -9.60    9.26    283881.0
 2023 07 07 04 19 00 000   -6.31    -1.49     6.57  -489.90     19.20     -9.60    9.26    283881.0
 2023 07 07 04 20 00 000   -6.22    -1.59     6.71  -489.90     19.20     -9.60    9.26    283881.0
 2023 07 07 04 21 00 000   -5.81    -1.09     7.14  -461.40     79.60    -15.00    7.53    265458.0
