GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  T
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2023.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
     314 2023  7  7  0 10 16 590  2.2965    158.27590   1361.77594   1017.59478    -97.75101     46.90823     -1.00738    166.8    172.6      3.3      3.2    458.6     76.8    186.1    219.7   3.09675   0.39508  41.30072
     315 2023  7  7  0 10 18 889  2.2992    158.27516   1361.50683   1017.55008    -98.31931     47.41200     -1.06610    166.8    172.6      3.5      3.1    458.2     76.8    186.1    219.7   3.09659   0.39508  41.30027
     316 2023  7  7  0 10 21 191  2.3018    158.27462   1361.25036   1017.50291    -98.67409     47.85520     -1.12387    166.8    172.6      3.7      3.0    457.9     76.8    186.1    219.7   3.09642   0.39508  41.29976
     317 2023  7  7  0 10 23 495  2.3045    158.27438   1361.00547   1017.45349    -98.99096     48.23498     -1.18058    166.8    172.6      3.9      2.9    457.6     76.7    186.1    219.7   3.09625   0.39508  41.29931
     318 2023  7  7  0 10 25 802  2.3070    158.27460   1360.76279   1017.40199    -99.48711     48.54887     -1.23614    166.8    172.6      4.1      2.8    457.3     76.7    186.1    219.7   3.09608   0.39508  41.29880
     319 2023  7  7  0 10 28 112  2.3095    158.27542   1360.54577   1017.34863    -99.88786     48.79471     -1.29046    166.8    172.6      4.3      2.7    457.0     76.7    186.1    219.7   3.09592   0.39508  41.29834
     320 2023  7  7  0 10 30 424  2.3120    158.27628   1360.38991   1017.29363   -100.34673     48.97062     -1.34344    166.8    172.6      4.5      2.6    456.7     76.6    186.1    219.7   3.09575   0.39508  41.29783
     321 2023  7  7  0 10 32 738  2.3143    158.27664   1360.42226   1017.23720   -100.87900     49.07499     -1.39501    166.8    172.6      4.7      2.5    456.4     76.6    186.1    219.7   3.09558   0.39508  41.29737
     322 2023  7  7  0 10 35  55  2.3166    158.27622   1360.42506   1017.17956   -101.44880     49.10639     -1.44509    166.8    172.6      4.9      2.4    456.2     76.5    186.1    219.7   3.09541   0.39508  41.29681
     323 2023  7  7  0 10 37 374  2.3188    158.27503   1360.39209   1017.12096   -102.03042     49.06316     -1.49359    166.8    172.6      5.1      2.4    455.9     76.5    186.1    219.7   3.09524   0.39508  41.29630
     324 2023  7  7  0 10 39 695  2.3209    158.27338   1360.32313   1017.06161   -102.40499     48.94210     -1.54042    166.8    172.6      5.3      2.3    455.6     76.5    186.1    219.7   3.09507   0.39508  41.29574
     325 2023  7  7  0 10 42  18  2.3230    158.27179   1360.21801   1017.00175   -102.55068     48.74403     -1.58553    166.8    172.6      5.5      2.2    455.4     76.4    186.1    219.7   3.09490   0.39508  41.29522
     326 2023  7  7  0 10 44 342  2.3249    158.27082   1360.07676   1016.94160   -102.47316     48.46954     -1.62883    166.8    172.6      5.7      2.1    455.2     76.4    186.1    219.7   3.09473   0.39508  41.29464
     327 2023  7  7  0 10 46 669  2.3267    158.27071   1359.89948   1016.88141   -102.17781     48.11936     -1.67029    166.8    172.6      5.9      2.0    455.0     76.4    186.1    219.7   3.09457   0.39508  41.29411
     328 2023  7  7  0 10 48 997  2.3284    158.27101   1359.68664   1016.82140   -101.68143     47.69439     -1.70984    166.8    172.6      6.1      1.9    454.8     76.3    186.1    219.7   3.09440   0.39508  41.29351
     329 2023  7  7  0 10 51 328  2.3300    158.27195   1359.43864   1016.76179   -101.07885     47.19577     -1.74743    166.8    172.6      6.3      1.8    454.6     76.3    186.1    219.7   3.09423   0.39508  41.29297
     330 2023  7  7  0 10 53 659  2.3315    158.27332   1359.15632   1016.70280   -100.28024     46.62488     -1.78305    166.8    172.6      6.5      1.7    454.4     76.3    186.1    219.7   3.09406   0.39508  41.29236
     331 2023  7  7  0 10 55 992  2.3329    158.27452   1358.84082   1016.64465    -99.29455     45.98337     -1.81663    166.8    172.6      6.7      1.6    454.2     76.2    186.1    219.7   3.09389   0.39508  41.29176
     332 2023  7  7  0 10 58 326  2.3342    158.27501   1358.49330   1016.58755    -98.13184     45.27317     -1.84817    166.8    172.6      6.9      1.5    454.0     76.2    186.1    219.7   3.09372   0.39508  41.29111
     333 2023  7  7  0 11  0 661  2.3353    158.27487   1358.11394   1016.53171    -96.80309     44.55693     -1.87760    166.8    172.6      7.1      1.4    453.9     76.2    186.1    219.7   3.09355   0.39508  41.29051
     334 2023  7  7  0 11  2 998  2.3363    158.27452   1357.70501   1016.47730    -95.31974     43.86831     -1.90492    166.8    172.6      7.1      1.5    453.9     76.1    186.1    219.7   3.09338   0.39508  41.28984
     335 2023  7  7  0 11  5 211  2.2134    158.27423   1357.42921   1016.42888    -93.78769     43.16474     -1.93512    166.8    172.6      7.0      1.6    453.9     76.1    186.1    219.7   3.09322   0.39508  41.28926
     336 2023  7  7  0 11  7 425  2.2141    158.27385   1357.29027   1016.38330    -92.14041     42.40991     -1.95795    166.8    172.6      7.0      1.6    453.9     76.1    186.1    219.7   3.09306   0.39508  41.28861
     337 2023  7  7  0 11  9 640  2.2147    158.27359   1357.13596   1016.33976    -90.38724     41.60481     -1.97785    166.8    172.6      7.0      1.7    453.9     76.0    186.1    219.7   3.09290   0.39508  41.28801
     338 2023  7  7  0 11 11 855  2.2152    158.27356   1356.96525   1016.29827    -88.53877     40.75175     -1.99553    166.8    172.6      7.0      1.8    453.9     76.0    186.1    219.7   3.09273   0.39508  41.28735
     339 2023  7  7  0 11 14  71  2.2155    158.27413   1356.77841   1016.25892    -86.60558     39.85333     -2.01120    166.8    172.6      7.0      1.8    453.9     76.0    186.1    219.7   3.09257   0.39508  41.28674
     340 2023  7  7  0 11 16 286  2.2158    158.27512   1356.57653   1016.22182    -84.59825     38.91228     -2.02492    166.8    172.6      7.0      1.9    453.9     76.0    186.1    219.7   3.09241   0.39508  41.28607
     341 2023  7  7  0 11 18 502  2.2160    158.27612   1356.47655   1016.18703    -82.52845     37.93145     -2.03672    166.8    172.6      7.0      2.0    453.9     75.9    186.1    219.7   3.09225   0.39508  41.28544
     342 2023  7  7  0 11 20 719  2.2161    158.27676   1356.41840   1016.15467    -80.41397     36.91354     -2.04663    166.8    172.6      7.0      2.0    453.9     75.9    186.1    219.7   3.09209   0.39508  41.28475
     343 2023  7  7  0 11 22 935  2.2162    158.27682   1356.34723   1016.12480    -78.25476     35.86064     -2.05466    166.8    172.6      7.0      2.1    453.9     75.9    186.1    219.7   3.09193   0.39508  41.28411
     344 2023  7  7  0 11 25 151  2.2161    158.27657   1356.26421   1016.09751    -76.06123     34.77628     -2.06084    166.8    172.6      7.0      2.2    453.9     75.8    186.1    219.7   3.09177   0.39508  41.28341
     345 2023  7  7  0 11 27 367  2.2159    158.27587   1356.17064   1016.07286    -73.84327     33.66348     -2.06520    166.8    172.6      6.9      2.2    453.9     75.8    186.1    219.7   3.09161   0.39508  41.28276
     346 2023  7  7  0 11 29 582  2.2157    158.27501   1356.06777   1016.05091    -71.61051     32.52481     -2.06777    166.8    172.6      6.9      2.3    453.9     75.8    186.1    219.7   3.09144   0.39508  41.28205
     347 2023  7  7  0 11 31 798  2.2154    158.27439   1355.95682   1016.03172    -69.37294     31.36407     -2.06859    166.8    172.6      6.9      2.3    453.9     75.7    186.1    219.7   3.09128   0.39508  41.28138
     348 2023  7  7  0 11 34  13  2.2150    158.27426   1355.83910   1016.01533    -67.13972     30.18479     -2.06769    166.8    172.6      6.9      2.4    453.9     75.7    186.1    219.7   3.09112   0.39508  41.28066
     349 2023  7  7  0 11 36 227  2.2146    158.27458   1355.71584   1016.00177    -64.91954     28.99037     -2.06512    166.8    172.6      6.9      2.5    453.9     75.7    186.1    219.7   3.09096   0.39508  41.27999
     350 2023  7  7  0 11 38 441  2.2140    158.27553   1355.58842   1015.99108    -62.72056     27.78418     -2.06093    166.8    172.6      6.9      2.5    453.9     75.6    186.1    219.7   3.09080   0.39508  41.27926
     351 2023  7  7  0 11 40 655  2.2135    158.27684   1355.45942   1015.98326    -60.55046     26.56956     -2.05513    166.8    172.6      6.9      2.6    453.9     75.6    186.1    219.7   3.09064   0.39508  41.27859
     352 2023  7  7  0 11 42 868  2.2129    158.27808   1355.32861   1015.97833    -58.41641     25.35209     -2.04779    166.8    172.6      6.9      2.7    453.9     75.6    186.1    219.7   3.09048   0.39508  41.27787
     353 2023  7  7  0 11 45  80  2.2122    158.27891   1355.19692   1015.97629    -56.32694     24.24852     -2.03894    166.8    172.6      6.9      2.7    453.9     75.5    186.1    219.7   3.09032   0.39508  41.27720
     354 2023  7  7  0 11 47 291  2.2115    158.27910   1355.06542   1015.97715    -54.29414     23.14689     -2.02864    166.8    172.6      6.9      2.8    453.9     75.5    186.1    219.7   3.09016   0.39508  41.27647
     355 2023  7  7  0 11 49 502  2.2107    158.27901   1354.93515   1015.98088    -52.31690     22.04930     -2.01692    166.8    172.6      6.8      2.8    453.9     75.5    186.1    219.7   3.09000   0.39508  41.27579
     356 2023  7  7  0 11 51 712  2.2099    158.27860   1354.80696   1015.98748    -50.40039     20.95829     -2.00385    166.8    172.6      6.8      2.9    453.9     75.4    186.1    219.7   3.08984   0.39508  41.27505
     357 2023  7  7  0 11 53 921  2.2091    158.27796   1354.68181   1015.99692    -48.54918     19.87648     -1.98946    166.8    172.6      6.8      3.0    453.9     75.4    186.1    219.7   3.08967   0.39508  41.27437
     358 2023  7  7  0 11 56 130  2.2083    158.27743   1354.56063   1016.00917    -46.76731     18.80644     -1.97382    166.8    172.6      6.8      3.0    453.9     75.4    186.1    219.7   3.08951   0.39508  41.27363
     359 2023  7  7  0 11 58 337  2.2074    158.27725   1354.44411   1016.02419    -45.05821     17.75100     -1.95695    166.8    172.6      6.8      3.1    453.9     75.3    186.1    219.7   3.08935   0.39508  41.27293
