GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  T
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2023.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
       2 2023  7  7  0  0  2 445  2.4451    158.58661   1327.03774   1004.57155     -5.14299      7.95104     -0.25212    166.8    172.6     -3.6      6.2    433.7     68.6    158.5    183.3   3.14141   0.39509  41.46278
       3 2023  7  7  0  0  4 488  2.0437    158.74890   1327.03507   1004.60298     -7.95098     12.11906     -0.36644    166.8    172.6     -3.6      6.2    433.7     68.7    158.5    183.3   3.14127   0.39509  41.47225
       4 2023  7  7  0  0  6 531  2.0424    158.94116   1327.04276   1004.63991     -8.84590     13.15504     -0.44383    166.8    172.6     -3.6      6.2    433.7     68.8    158.5    183.3   3.14112   0.39509  41.50000
       5 2023  7  7  0  0  8 572  2.0409    159.10439   1327.04983   1004.67942     -8.00745     11.30331     -0.51883    166.8    172.6     -3.6      6.2    433.7     68.8    158.5    183.3   3.14097   0.39509  41.53218
       6 2023  7  7  0  0 10 611  2.0394    159.19656   1327.05486   1004.72058     -7.00927      9.21911     -0.60392    166.8    172.6     -3.7      6.2    433.7     68.9    158.5    183.3   3.14082   0.39509  41.56373
       7 2023  7  7  0  0 12 649  2.0379    159.18644   1327.05742   1004.76292     -7.53125      9.58194     -0.69462    166.8    172.6     -3.7      6.2    433.7     68.9    158.5    183.3   3.14067   0.39509  41.59388
       8 2023  7  7  0  0 14 685  2.0365    159.12802   1327.05759   1004.80621     -7.83494      9.53540     -0.78159    166.8    172.6     -3.7      6.2    433.7     69.0    158.5    183.3   3.14052   0.39509  41.62121
       9 2023  7  7  0  0 16 720  2.0350    159.03522   1327.05561   1004.85026     -8.75714     10.29320     -0.85948    166.8    172.6     -3.8      6.2    433.7     69.1    158.5    183.3   3.14038   0.39509  41.64623
      10 2023  7  7  0  0 18 754  2.0336    158.88011   1327.05172   1004.89493     -9.23020     10.35167     -0.92536    166.8    172.6     -3.8      6.2    433.7     69.1    158.5    183.3   3.14023   0.39509  41.66823
      11 2023  7  7  0  0 20 786  2.0319    158.69606   1327.04615   1004.94013     -9.25456     10.14726     -0.97871    166.8    172.6     -3.8      6.2    433.7     69.2    158.5    183.3   3.14008   0.39509  41.68792
      12 2023  7  7  0  0 22 817  2.0307    158.53729   1327.03903   1004.98579     -9.40361     11.06271     -1.02420    166.8    172.6     -3.8      6.2    433.7     69.2    158.5    183.3   3.13993   0.39509  41.70494
      13 2023  7  7  0  0 24 847  2.0307    158.44809   1327.03051   1005.03181    -10.23441     11.36538     -1.06909    166.8    172.6     -3.9      6.2    433.7     69.3    158.5    183.3   3.13979   0.39509  41.71986
      14 2023  7  7  0  0 26 878  2.0306    158.42776   1327.02081   1005.07811    -10.65991     12.03175     -1.11760    166.8    172.6     -3.9      6.2    433.7     69.4    158.5    183.3   3.13964   0.39509  41.73247
      15 2023  7  7  0  0 28 908  2.0305    158.43312   1327.01014   1005.12463    -11.25127     12.58123     -1.17120    166.8    172.6     -3.9      6.2    433.7     69.4    158.5    183.3   3.13949   0.39509  41.74341
      16 2023  7  7  0  0 30 939  2.0304    158.44827   1326.99877   1005.17135    -11.91519     12.50784     -1.23178    166.8    172.6     -4.0      6.2    433.7     69.5    158.5    183.3   3.13934   0.39509  41.75232
      17 2023  7  7  0  0 32 969  2.0303    158.46441   1326.98703   1005.21823    -12.21844     13.49848     -1.30022    166.8    172.6     -4.0      6.2    433.7     69.6    158.5    183.3   3.13920   0.39509  41.75989
      18 2023  7  7  0  0 34 999  2.0303    158.47314   1326.97524   1005.26526    -12.23510     14.21110     -1.37559    166.8    172.6     -4.0      6.2    433.7     69.6    158.5    183.3   3.13905   0.39509  41.76574
      19 2023  7  7  0  0 37  29  2.0302    158.46479   1326.96373   1005.31242    -13.21163     14.37855     -1.45252    166.8    172.6     -4.0      6.2    433.7     69.7    158.5    183.3   3.13890   0.39509  41.77053
      20 2023  7  7  0  0 39  60  2.0301    158.40711   1326.95278   1005.35973    -13.81786     15.61936     -1.52406    166.8    172.6     -4.1      6.2    433.7     69.7    158.5    183.3   3.13875   0.39509  41.77396
      21 2023  7  7  0  0 41  90  2.0300    158.30261   1326.94263   1005.40718    -14.43622     16.16344     -1.58585    166.8    172.6     -4.1      6.2    433.7     69.8    158.5    183.3   3.13860   0.39509  41.77651
      22 2023  7  7  0  0 43 119  2.0299    158.17263   1326.93339   1005.45476    -15.45744     16.05658     -1.63826    166.8    172.6     -4.1      6.2    433.7     69.9    158.5    183.3   3.13846   0.39509  41.77794
      23 2023  7  7  0  0 45 149  2.0298    158.05730   1326.92505   1005.50243    -16.11008     17.40276     -1.68530    166.8    172.6     -4.2      6.2    433.7     69.9    158.5    183.3   3.13831   0.39509  41.77871
      24 2023  7  7  0  0 47 179  2.0297    157.98642   1326.91752   1005.55013    -16.36593     18.15132     -1.73174    166.8    172.6     -4.2      6.2    433.7     70.0    158.5    183.3   3.13816   0.39509  41.77856
      25 2023  7  7  0  0 49 209  2.0297    157.97111   1326.91067   1005.59784    -16.67290     18.21121     -1.78127    166.8    172.6     -4.2      6.2    433.7     70.0    158.5    183.3   3.13801   0.39509  41.77792
      26 2023  7  7  0  0 51 238  2.0296    157.98244   1326.90441   1005.64551    -17.76697     19.45593     -1.83568    166.8    172.6     -4.2      6.2    433.7     70.1    158.5    183.3   3.13787   0.39509  41.77653
      27 2023  7  7  0  0 53 268  2.0295    158.00687   1326.89870   1005.69314    -18.48609     20.38319     -1.89594    166.8    172.6     -4.3      6.2    433.7     70.2    158.5    183.3   3.13772   0.39509  41.77480
      28 2023  7  7  0  0 55 297  2.0294    158.04793   1326.89360   1005.74071    -19.14744     20.56171     -1.96069    166.8    172.6     -4.3      6.2    433.7     70.2    158.5    183.3   3.13757   0.39509  41.77246
      29 2023  7  7  0  0 57 327  2.0293    158.08802   1326.88917   1005.78821    -20.41214     20.87791     -2.02749    166.8    172.6     -4.3      6.2    433.7     70.3    158.5    183.3   3.13742   0.39509  41.76987
      30 2023  7  7  0  0 59 356  2.0292    158.10840   1326.88551   1005.83565    -21.27104     22.31292     -2.09287    166.8    172.6     -4.4      6.2    433.7     70.3    158.5    183.3   3.13728   0.39509  41.76680
      31 2023  7  7  0  1  1 385  2.0292    158.10823   1326.88273   1005.88303    -21.66178     22.99308     -2.15403    166.8    172.6     -4.4      6.2    433.7     70.4    158.5    183.3   3.13713   0.39509  41.76357
      32 2023  7  7  0  1  3 414  2.0291    158.07218   1326.88087   1005.93033    -21.62540     22.92299     -2.20966    166.8    172.6     -4.4      6.1    433.7     70.5    158.5    183.3   3.13698   0.39509  41.75996
      33 2023  7  7  0  1  5 400  1.9855    158.00477   1326.88016   1005.97656    -23.11785     23.81153     -2.26111    166.8    172.6     -4.4      6.1    433.7     70.5    158.5    183.3   3.13684   0.39509  41.75635
      34 2023  7  7  0  1  7 385  1.9854    157.92790   1326.88028   1006.02288    -24.22807     25.13736     -2.30882    166.8    172.6     -4.5      6.1    433.7     70.6    158.5    183.3   3.13669   0.39509  41.75243
      35 2023  7  7  0  1  9 370  1.9854    157.86245   1326.88115   1006.06908    -24.84820     25.71167     -2.35525    166.8    172.6     -4.5      6.1    433.7     70.7    158.5    183.3   3.13655   0.39509  41.74850
      36 2023  7  7  0  1 11 356  1.9853    157.82615   1326.88267   1006.11514    -25.61092     25.64238     -2.40245    166.8    172.6     -4.5      6.1    433.7     70.7    158.5    183.3   3.13640   0.39509  41.74431
      37 2023  7  7  0  1 13 341  1.9852    157.82455   1326.88472   1006.16103    -27.08818     26.14190     -2.45201    166.8    172.6     -4.6      6.1    433.7     70.8    158.5    183.3   3.13626   0.39509  41.74015
      38 2023  7  7  0  1 15 326  1.9852    157.84089   1326.88722   1006.20675    -28.12532     27.72891     -2.50380    166.8    172.6     -4.6      6.0    433.7     70.9    158.5    183.3   3.13611   0.39509  41.73580
      39 2023  7  7  0  1 17 311  1.9851    157.88528   1326.89014   1006.25228    -28.61970     28.56986     -2.55788    166.8    172.6     -4.6      6.0    433.7     70.9    158.5    183.3   3.13597   0.39509  41.73150
      40 2023  7  7  0  1 19 296  1.9850    157.94956   1326.89347   1006.29763    -28.53885     28.80833     -2.61209    166.8    172.6     -4.6      6.0    433.7     71.0    158.5    183.3   3.13583   0.39509  41.72701
      41 2023  7  7  0  1 21 281  1.9850    158.01899   1326.89723   1006.34281    -29.66541     28.52983     -2.66539    166.8    172.6     -4.7      6.0    433.7     71.1    158.5    183.3   3.13568   0.39509  41.72262
      42 2023  7  7  0  1 23 266  1.9849    158.07306   1326.90148   1006.38781    -31.18382     30.07208     -2.71727    166.8    172.6     -4.7      6.0    433.7     71.1    158.5    183.3   3.13554   0.39509  41.71807
      43 2023  7  7  0  1 25 251  1.9849    158.09490   1326.90628   1006.43264    -32.15850     31.35897     -2.76517    166.8    172.6     -4.7      5.9    433.7     71.2    158.5    183.3   3.13539   0.39509  41.71364
      44 2023  7  7  0  1 27 236  1.9848    158.09005   1326.91168   1006.47729    -32.48710     31.89574     -2.80900    166.8    172.6     -4.7      5.9    433.7     71.3    158.5    183.3   3.13525   0.39509  41.70907
      45 2023  7  7  0  1 29 221  1.9848    158.07312   1326.91767   1006.52175    -33.15728     32.05960     -2.84910    166.8    172.6     -4.8      5.9    433.7     71.3    158.5    183.3   3.13510   0.39509  41.70463
      46 2023  7  7  0  1 31 205  1.9847    158.03981   1326.92423   1006.56602    -34.91593     31.53033     -2.88645    166.8    172.6     -4.8      5.9    433.7     71.4    158.5    183.3   3.13496   0.39509  41.70008
      47 2023  7  7  0  1 33 190  1.9847    157.99968   1326.93127   1006.61011    -36.18672     33.53149     -2.92247    166.8    172.6     -4.8      5.9    433.7     71.5    158.5    183.3   3.13482   0.39509  41.69567
      48 2023  7  7  0  1 35 175  1.9846    157.96570   1326.93872   1006.65401    -36.82485     34.84680     -2.95872    166.8    172.6     -4.9      5.8    433.7     71.5    158.5    183.3   3.13467   0.39509  41.69115
      49 2023  7  7  0  1 37 159  1.9846    157.95027   1326.94648   1006.69772    -36.77635     35.50003     -2.99659    166.8    172.6     -4.9      5.8    433.7     71.6    158.5    183.3   3.13453   0.39509  41.68679
      50 2023  7  7  0  1 39 144  1.9845    157.95771   1326.95448   1006.74123    -36.57415     35.69385     -3.03646    166.8    172.6     -4.9      5.8    433.7     71.7    158.5    183.3   3.13438   0.39509  41.68233
      51 2023  7  7  0  1 41 128  1.9845    157.99453   1326.96266   1006.78456    -38.55237     35.11310     -3.07780    166.8    172.6     -4.9      5.8    433.7     71.7    158.5    183.3   3.13424   0.39509  41.67803
      52 2023  7  7  0  1 43 112  1.9844    158.05175   1326.97103   1006.82771    -40.06736     36.45549     -3.11911    166.8    172.6     -5.0      5.8    433.7     71.8    158.5    183.3   3.13409   0.39509  41.67363
      53 2023  7  7  0  1 45  97  1.9844    158.11334   1326.97965   1006.87070    -40.94188     38.00920     -3.15852    166.8    172.6     -5.0      5.7    433.7     71.9    158.5    183.3   3.13395   0.39509  41.66940
      54 2023  7  7  0  1 47  81  1.9843    158.16181   1326.98856   1006.91351    -41.09224     38.91727     -3.19427    166.8    172.6     -5.0      5.7    433.7     71.9    158.5    183.3   3.13381   0.39509  41.66508
      55 2023  7  7  0  1 49  65  1.9843    158.18889   1326.99782   1006.95615    -40.74152     39.40458     -3.22508    166.8    172.6     -5.0      5.7    433.7     72.0    158.5    183.3   3.13366   0.39509  41.66093
      56 2023  7  7  0  1 51  50  1.9843    158.19327   1327.00745   1006.99861    -42.86295     39.10025     -3.25081    166.8    172.6     -5.1      5.7    433.7     72.1    158.5    183.3   3.13352   0.39509  41.65669
      57 2023  7  7  0  1 53  34  1.9842    158.18903   1327.01745   1007.04090    -44.54921     38.96674     -3.27209    166.8    172.6     -5.1      5.7    433.7     72.1    158.5    183.3   3.13337   0.39509  41.65261
      58 2023  7  7  0  1 55  18  1.9842    158.18138   1327.02776   1007.08302    -45.63004     40.97821     -3.29015    166.8    172.6     -5.1      5.6    433.7     72.2    158.5    183.3   3.13323   0.39509  41.64846
      59 2023  7  7  0  1 57   2  1.9841    158.17343   1327.03834   1007.12499    -45.99012     42.30024     -3.30616    166.8    172.6     -5.2      5.6    433.7     72.3    158.5    183.3   3.13308   0.39509  41.64447
      60 2023  7  7  0  1 58 986  1.9841    158.16633   1327.04911   1007.16677    -45.58898     43.11310     -3.32134    166.8    172.6     -5.2      5.6    433.7     72.3    158.5    183.3   3.13294   0.39509  41.64040
      61 2023  7  7  0  2  0 970  1.9841    158.16661   1327.06002   1007.20838    -45.38447     43.39512     -3.33635    166.8    172.6     -5.2      5.6    434.4     72.4    158.5    183.3   3.13280   0.39509  41.63651
      62 2023  7  7  0  2  2 954  1.9840    158.17931   1327.07097   1007.24979    -47.53349     42.89961     -3.35120    166.8    172.6     -5.2      5.6    435.9     72.5    171.8    200.2   3.13265   0.39509  41.63251
      63 2023  7  7  0  2  4 886  1.9316    158.20724   1327.08187   1007.29000    -49.19385     42.77442     -3.36845    166.8    172.6     -5.2      5.6    437.3     72.5    171.8    200.2   3.13251   0.39509  41.62875
      64 2023  7  7  0  2  6 818  1.9315    158.24624   1327.09269   1007.33033    -50.25485     44.68273     -3.38245    166.8    172.6     -5.2      5.6    438.7     72.6    171.8    200.2   3.13237   0.39509  41.62497
      65 2023  7  7  0  2  8 749  1.9315    158.28957   1327.10352   1007.37055    -50.60867     45.98336     -3.39271    166.8    172.6     -5.2      5.6    440.2     72.6    171.8    200.2   3.13223   0.39509  41.62137
      66 2023  7  7  0  2 10 681  1.9315    158.32551   1327.11442   1007.41065    -50.20874     46.89437     -3.39921    166.8    172.6     -5.2      5.6    441.6     72.7    171.8    200.2   3.13209   0.39509  41.61771
      67 2023  7  7  0  2 12 612  1.9315    158.34724   1327.12540   1007.45060    -49.98164     47.28594     -3.40194    166.8    172.6     -5.2      5.6    443.1     72.7    171.8    200.2   3.13195   0.39509  41.61420
      68 2023  7  7  0  2 14 544  1.9315    158.35269   1327.13650   1007.49042    -52.14287     46.94196     -3.40112    166.8    172.6     -5.2      5.5    444.5     72.8    171.8    200.2   3.13181   0.39509  41.61062
      69 2023  7  7  0  2 16 475  1.9314    158.35115   1327.14769   1007.53009    -53.89030     46.09293     -3.39708    166.8    172.6     -5.2      5.5    446.0     72.8    171.8    200.2   3.13167   0.39509  41.60720
      70 2023  7  7  0  2 18 406  1.9314    158.34726   1327.15894   1007.56966    -55.10942     48.19038     -3.39020    166.8    172.6     -5.2      5.5    447.5     72.9    171.8    200.2   3.13153   0.39509  41.60372
      71 2023  7  7  0  2 20 338  1.9314    158.34433   1327.17019   1007.60911    -55.65619     49.76157     -3.38104    166.8    172.6     -5.2      5.5    449.0     72.9    171.8    200.2   3.13139   0.39509  41.60039
      72 2023  7  7  0  2 22 269  1.9314    158.34569   1327.18141   1007.64847    -55.48422     50.66742     -3.37020    166.8    172.6     -5.2      5.5    450.5     73.0    171.8    200.2   3.13125   0.39509  41.59700
      73 2023  7  7  0  2 24 201  1.9314    158.35887   1327.19255   1007.68770    -54.51643     51.41003     -3.35811    166.8    172.6     -5.2      5.5    452.0     73.0    171.8    200.2   3.13111   0.39509  41.59377
      74 2023  7  7  0  2 26 132  1.9314    158.38529   1327.20358   1007.72682    -55.33438     51.44148     -3.34489    166.8    172.6     -5.2      5.5    453.6     73.1    171.8    200.2   3.13097   0.39509  41.59048
      75 2023  7  7  0  2 28  63  1.9314    158.42224   1327.21451   1007.76583    -57.33638     50.75753     -3.33030    166.8    172.6     -5.2      5.5    455.1     73.2    171.8    200.2   3.13083   0.39509  41.58734
      76 2023  7  7  0  2 29 995  1.9314    158.45983   1327.22535   1007.80474    -58.86459     50.79186     -3.31380    166.8    172.6     -5.2      5.5    456.6     73.2    171.8    200.2   3.13068   0.39509  41.58414
      77 2023  7  7  0  2 31 926  1.9314    158.48890   1327.23611   1007.84356    -59.78351     52.59622     -3.29474    166.8    172.6     -5.2      5.5    458.2     73.3    171.8    200.2   3.13054   0.39509  41.58110
      78 2023  7  7  0  2 33 857  1.9314    158.50459   1327.24679   1007.88230    -60.02301     53.87405     -3.27261    166.8    172.6     -5.2      5.5    459.7     73.3    171.8    200.2   3.13040   0.39509  41.57799
      79 2023  7  7  0  2 35 789  1.9313    158.50602   1327.37294   1007.92097    -59.50295     54.87037     -3.24721    166.8    172.6     -5.2      5.5    461.3     73.4    171.8    200.2   3.13026   0.39509  41.57504
      80 2023  7  7  0  2 37 720  1.9313    158.49345   1327.81229   1007.95956    -58.12152     55.39828     -3.21855    166.8    172.6     -5.2      5.5    462.9     73.4    171.8    200.2   3.13012   0.39509  41.57202
      81 2023  7  7  0  2 39 651  1.9313    158.47156   1328.25066   1007.99807    -60.24452     55.23043     -3.18667    166.8    172.6     -5.2      5.5    464.4     73.5    171.8    200.2   3.12998   0.39509  41.56916
      82 2023  7  7  0  2 41 583  1.9313    158.44802   1328.68798   1008.03652    -62.12697     54.35453     -3.15163    166.8    172.6     -5.2      5.5    466.0     73.5    171.8    200.2   3.12984   0.39509  41.56623
      83 2023  7  7  0  2 43 514  1.9314    158.43062   1329.12418   1008.07491    -63.53980     55.44388     -3.11347    166.8    172.6     -5.2      5.4    467.6     73.6    171.8    200.2   3.12970   0.39509  41.56345
      84 2023  7  7  0  2 45 446  1.9314    158.42502   1329.56313   1008.11326    -64.34350     57.15073     -3.07219    166.8    172.6     -5.2      5.4    469.2     73.6    171.8    200.2   3.12956   0.39509  41.56060
      85 2023  7  7  0  2 47 377  1.9314    158.43250   1330.00095   1008.15158    -64.42706     58.29241     -3.02812    166.8    172.6     -5.2      5.4    470.9     73.7    171.8    200.2   3.12942   0.39509  41.55791
      86 2023  7  7  0  2 49 308  1.9314    158.45303   1330.43728   1008.18988    -63.76111     59.22027     -2.98142    166.8    172.6     -5.2      5.4    472.5     73.7    171.8    200.2   3.12928   0.39509  41.55514
      87 2023  7  7  0  2 51 240  1.9314    158.47984   1330.87203   1008.22816    -62.30416     59.74115     -2.93230    166.8    172.6     -5.2      5.4    474.1     73.8    171.8    200.2   3.12914   0.39509  41.55252
      88 2023  7  7  0  2 53 171  1.9314    158.50413   1331.30521   1008.26640    -63.52095     59.60371     -2.88087    166.8    172.6     -5.2      5.4    475.7     73.9    171.8    200.2   3.12900   0.39509  41.54983
      89 2023  7  7  0  2 55 102  1.9314    158.51990   1331.73686   1008.30463    -65.28157     58.80953     -2.82685    166.8    172.6     -5.2      5.4    477.4     73.9    171.8    200.2   3.12886   0.39509  41.54728
      90 2023  7  7  0  2 57  34  1.9314    158.52197   1332.16704   1008.34287    -66.60078     59.34015     -2.76994    166.8    172.6     -5.2      5.4    479.0     74.0    171.8    200.2   3.12872   0.39509  41.54467
      91 2023  7  7  0  2 58 965  1.9315    158.51701   1332.59578   1008.38111    -67.36182     60.94579     -2.70979    166.8    172.6     -5.2      5.4    480.7     74.0    171.8    200.2   3.12858   0.39509  41.54217
      92 2023  7  7  0  3  0 897  1.9315    158.50813   1333.02608   1008.41939    -67.42794     62.05161     -2.64616    166.8    172.6     -5.2      5.4    481.6     74.0    171.8    200.2   3.12844   0.39509  41.53960
      93 2023  7  7  0  3  2 828  1.9315    158.49363   1333.46657   1008.45770    -66.71319     63.01391     -2.57910    166.8    172.6     -5.2      5.4    481.6     74.1    171.8    200.2   3.12830   0.39509  41.53716
      94 2023  7  7  0  3  4 709  1.8808    158.47282   1333.91349   1008.49504    -65.21714     63.63225     -2.51513    166.8    172.6     -5.2      5.4    481.6     74.1    171.8    200.2   3.12816   0.39509  41.53473
      95 2023  7  7  0  3  6 590  1.8808    158.44890   1334.35588   1008.53267    -66.43011     63.67746     -2.44464    166.8    172.6     -5.2      5.4    481.6     74.1    171.8    200.2   3.12802   0.39509  41.53242
      96 2023  7  7  0  3  8 471  1.8809    158.42872   1334.79887   1008.57038    -68.20866     63.12394     -2.37154    166.8    172.6     -5.2      5.4    481.6     74.1    171.8    200.2   3.12789   0.39509  41.53003
      97 2023  7  7  0  3 10 352  1.8809    158.41929   1335.24238   1008.60818    -69.60735     63.37354     -2.29636    166.8    172.6     -5.2      5.4    481.6     74.1    171.8    200.2   3.12775   0.39509  41.52777
      98 2023  7  7  0  3 12 233  1.8809    158.41939   1335.68659   1008.64608    -70.52524     65.09455     -2.21932    166.8    172.6     -5.3      5.4    481.6     74.1    171.8    200.2   3.12761   0.39509  41.52544
      99 2023  7  7  0  3 14 114  1.8810    158.42362   1336.13161   1008.68409    -70.82722     66.44123     -2.14041    166.8    172.6     -5.3      5.4    481.6     74.1    171.8    200.2   3.12748   0.39509  41.52322
     100 2023  7  7  0  3 15 995  1.8810    158.42953   1336.57756   1008.72223    -70.43951     67.30016     -2.05960    166.8    172.6     -5.3      5.4    481.6     74.1    171.8    200.2   3.12734   0.39509  41.52093
     101 2023  7  7  0  3 17 876  1.8810    158.43535   1337.02456   1008.76050    -69.34760     67.72424     -1.97710    166.8    172.6     -5.3      5.4    481.6     74.1    171.8    200.2   3.12720   0.39509  41.51876
     102 2023  7  7  0  3 19 757  1.8811    158.43936   1337.47267   1008.79892    -67.65801     68.10419     -1.89298    166.8    172.6     -5.3      5.4    481.6     74.1    171.8    200.2   3.12707   0.39509  41.51651
     103 2023  7  7  0  3 21 638  1.8811    158.43968   1337.92198   1008.83751    -69.37668     67.93135     -1.80749    166.8    172.6     -5.3      5.4    481.6     74.1    171.8    200.2   3.12693   0.39509  41.51438
     104 2023  7  7  0  3 23 519  1.8812    158.43015   1338.37247   1008.87628    -70.77833     67.40907     -1.72088    166.8    172.6     -5.3      5.4    481.6     74.1    171.8    200.2   3.12679   0.39509  41.51216
     105 2023  7  7  0  3 25 400  1.8812    158.40914   1338.82445   1008.91524    -71.77467     69.14557     -1.63333    166.8    172.6     -5.4      5.4    481.6     74.2    171.8    200.2   3.12666   0.39509  41.51005
     106 2023  7  7  0  3 27 282  1.8813    158.37879   1339.27799   1008.95441    -72.28439     70.57274     -1.54507    166.8    172.6     -5.4      5.4    481.6     74.2    171.8    200.2   3.12652   0.39509  41.50786
     107 2023  7  7  0  3 29 163  1.8813    158.34685   1339.73587   1008.99382    -72.21946     71.62826     -1.45641    166.8    172.6     -5.4      5.4    481.6     74.2    171.8    200.2   3.12638   0.39509  41.50579
     108 2023  7  7  0  3 31  44  1.8814    158.31998   1340.20298   1009.03347    -71.47519     72.21530     -1.36779    166.8    172.6     -5.4      5.4    481.6     74.2    171.8    200.2   3.12625   0.39509  41.50364
     109 2023  7  7  0  3 32 926  1.8814    158.30281   1340.68152   1009.07337    -69.98979     72.30001     -1.27953    166.8    172.6     -5.4      5.4    481.6     74.2    171.8    200.2   3.12611   0.39509  41.50160
     110 2023  7  7  0  3 34 807  1.8815    158.29796   1341.19109   1009.11354    -70.50086     72.09746     -1.19207    166.8    172.6     -5.4      5.4    481.6     74.2    171.8    200.2   3.12597   0.39509  41.49948
     111 2023  7  7  0  3 36 689  1.8816    158.30182   1341.70271   1009.15402    -71.97311     72.08016     -1.10565    166.8    172.6     -5.4      5.4    481.6     74.2    171.8    200.2   3.12583   0.39509  41.49747
     112 2023  7  7  0  3 38 570  1.8816    158.31376   1342.21659   1009.19481    -73.10833     73.84259     -1.02045    166.8    172.6     -5.5      5.4    481.6     74.2    171.8    200.2   3.12570   0.39509  41.49538
     113 2023  7  7  0  3 40 452  1.8817    158.32933   1342.73297   1009.23594    -73.83398     75.33708     -0.93657    166.8    172.6     -5.5      5.4    481.6     74.2    171.8    200.2   3.12556   0.39509  41.49340
     114 2023  7  7  0  3 42 334  1.8818    158.34244   1343.25204   1009.27744    -74.06692     76.50675     -0.85401    166.8    172.6     -5.5      5.4    481.6     74.2    171.8    200.2   3.12542   0.39509  41.49131
     115 2023  7  7  0  3 44 216  1.8819    158.34765   1343.77405   1009.31931    -73.69272     77.27752     -0.77279    166.8    172.6     -5.5      5.4    481.6     74.2    171.8    200.2   3.12529   0.39509  41.48935
     116 2023  7  7  0  3 46  98  1.8820    158.34433   1344.29922   1009.36158    -72.66733     77.58844     -0.69304    166.8    172.6     -5.5      5.4    481.6     74.2    171.8    200.2   3.12515   0.39509  41.48731
     117 2023  7  7  0  3 47 980  1.8820    158.33504   1344.82781   1009.40428    -70.93215     77.42929     -0.61494    166.8    172.6     -5.5      5.4    481.6     74.3    171.8    200.2   3.12501   0.39509  41.48535
     118 2023  7  7  0  3 49 862  1.8821    158.31793   1345.36010   1009.44741    -72.04423     76.79401     -0.53876    166.8    172.6     -5.5      5.4    481.6     74.3    171.8    200.2   3.12488   0.39509  41.48333
     119 2023  7  7  0  3 51 744  1.8822    158.29612   1345.89638   1009.49101    -73.16105     78.29268     -0.46482    166.8    172.6     -5.6      5.4    481.6     74.3    171.8    200.2   3.12474   0.39509  41.48140
     120 2023  7  7  0  3 53 626  1.8823    158.27663   1346.44547   1009.53511    -73.92962     79.78805     -0.39337    166.8    172.6     -5.6      5.4    481.6     74.3    171.8    200.2   3.12460   0.39509  41.47938
     121 2023  7  7  0  3 55 509  1.8824    158.26180   1347.01484   1009.57972    -74.28157     81.00575     -0.32465    166.8    172.6     -5.6      5.4    481.6     74.3    171.8    200.2   3.12447   0.39509  41.47747
     122 2023  7  7  0  3 57 391  1.8825    158.25524   1347.58999   1009.62488    -74.15520     81.89986     -0.25866    166.8    172.6     -5.6      5.4    481.6     74.3    171.8    200.2   3.12433   0.39509  41.47550
     123 2023  7  7  0  3 59 274  1.8826    158.25237   1348.17145   1009.67061    -73.46980     82.39831     -0.19533    166.8    172.6     -5.6      5.4    481.6     74.3    171.8    200.2   3.12419   0.39509  41.47358
     124 2023  7  7  0  4  1 157  1.8827    158.25041   1348.75976   1009.71694    -72.15567     82.46817     -0.13452    166.8    172.6     -5.6      5.4    481.6     74.3    171.8    200.2   3.12406   0.39509  41.47161
     125 2023  7  7  0  4  3  40  1.8829    158.24808   1349.35557   1009.76386    -71.98199     82.09839     -0.07613    166.8    172.6     -5.5      5.4    481.6     74.3    176.3    206.9   3.12392   0.39509  41.46991
     126 2023  7  7  0  4  4 905  1.8653    158.24173   1349.97990   1009.81103    -73.04045     82.77225     -0.02018    166.8    172.6     -5.4      5.4    481.6     74.3    176.3    206.9   3.12378   0.39509  41.46807
     127 2023  7  7  0  4  6 771  1.8655    158.22984   1350.61353   1009.85899    -73.81673     84.21345      0.03379    166.8    172.6     -5.3      5.4    481.6     74.3    176.3    206.9   3.12365   0.39509  41.46629
     128 2023  7  7  0  4  8 636  1.8656    158.21468   1351.26004   1009.90767    -74.25285     85.41580      0.08538    166.8    172.6     -5.2      5.4    481.6     74.3    176.3    206.9   3.12351   0.39509  41.46440
     129 2023  7  7  0  4 10 502  1.8657    158.19894   1351.96228   1009.95710    -74.29227     86.34027      0.13461    166.8    172.6     -5.1      5.4    481.6     74.3    176.3    206.9   3.12338   0.39509  41.46259
