GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  T
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2023.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
       2 2023  7  7  0  0  4  79  4.0795    159.04596   1325.54766   1004.57357     -7.42984     11.27653     -0.24040    166.8    172.6     -3.6      6.2    433.7     68.7    157.6    183.4   3.14130   0.39509  41.30104
       3 2023  7  7  0  0  8  54  3.9746    159.38917   1325.45506   1004.63585     -8.33920     11.88469     -0.38729    166.8    172.6     -3.6      6.2    433.7     68.8    157.6    183.4   3.14101   0.39509  41.33559
       4 2023  7  7  0  0 11 880  3.8267    159.52885   1325.38483   1004.70603     -7.32989      9.39605     -0.57246    166.8    172.6     -3.7      6.2    433.7     68.9    157.6    183.4   3.14073   0.39509  41.39247
       5 2023  7  7  0  0 15 865  3.9852    159.42126   1325.30739   1004.78595     -8.29760      9.77706     -0.74920    166.8    172.6     -3.7      6.2    433.7     69.0    157.6    183.4   3.14044   0.39509  41.45787
       6 2023  7  7  0  0 19 817  3.9520    159.13693   1325.22308   1004.86823     -9.22730     10.08185     -0.87622    166.8    172.6     -3.8      6.2    433.7     69.2    157.6    183.4   3.14015   0.39509  41.50538
       7 2023  7  7  0  0 23 769  3.9511    158.83943   1325.13297   1004.95309     -9.79342     11.15115     -0.95991    166.8    172.6     -3.9      6.2    433.7     69.3    157.6    183.4   3.13986   0.39509  41.55393
       8 2023  7  7  0  0 27 701  3.9329    158.77606   1325.03778   1005.03910    -10.69112     12.12794     -1.04946    166.8    172.6     -3.9      6.2    433.7     69.4    157.6    183.4   3.13958   0.39509  41.57974
       9 2023  7  7  0  0 31 640  3.9389    158.80102   1324.93874   1005.12628    -11.94874     12.46844     -1.16512    166.8    172.6     -4.0      6.2    433.7     69.5    157.6    183.4   3.13929   0.39509  41.61205
      10 2023  7  7  0  0 35 595  3.9543    158.82214   1324.85918   1005.21461    -12.57770     14.08664     -1.31411    166.8    172.6     -4.0      6.2    433.7     69.6    157.6    183.4   3.13900   0.39509  41.62190
      11 2023  7  7  0  0 39 563  3.9679    158.74019   1324.87468   1005.30394    -13.89878     15.66631     -1.45676    166.8    172.6     -4.1      6.2    433.7     69.7    157.6    183.4   3.13872   0.39509  41.64258
      12 2023  7  7  0  0 43 537  3.9741    158.52103   1324.89239   1005.39415    -15.53975     16.02642     -1.55753    166.8    172.6     -4.1      6.2    433.7     69.9    157.6    183.4   3.13843   0.39509  41.64180
      13 2023  7  7  0  0 47 519  3.9820    158.36207   1324.91302   1005.48498    -16.33508     17.92389     -1.64063    166.8    172.6     -4.2      6.2    433.7     70.0    157.6    183.4   3.13814   0.39509  41.65456
      14 2023  7  7  0  0 51 517  3.9986    158.35996   1324.93595   1005.57631    -17.95279     19.48740     -1.74123    166.8    172.6     -4.2      6.2    433.7     70.1    157.6    183.4   3.13785   0.39509  41.64689
      15 2023  7  7  0  0 55 536  4.0185    158.42153   1324.96075   1005.66797    -19.27055     20.60666     -1.86667    166.8    172.6     -4.3      6.2    433.7     70.2    157.6    183.4   3.13755   0.39509  41.65468
      16 2023  7  7  0  0 59 569  4.0334    158.47601   1324.98796   1005.75986    -21.27654     21.82823     -1.99648    166.8    172.6     -4.4      6.2    433.7     70.3    157.6    183.4   3.13726   0.39509  41.64259
      17 2023  7  7  0  1  3 610  4.0408    158.44333   1325.01862   1005.85173    -22.00102     22.70636     -2.10546    166.8    172.6     -4.4      6.1    433.7     70.5    157.6    183.4   3.13697   0.39509  41.64742
      18 2023  7  7  0  1  7 658  4.0477    158.31100   1325.05336   1005.94353    -24.40237     25.02318     -2.19463    166.8    172.6     -4.5      6.1    433.7     70.6    157.6    183.4   3.13667   0.39509  41.63221
      19 2023  7  7  0  1 11 704  4.0465    158.22111   1325.09155   1006.03505    -25.93083     25.60112     -2.28304    166.8    172.6     -4.5      6.1    433.7     70.8    157.6    183.4   3.13638   0.39509  41.63549
      20 2023  7  7  0  1 15 754  4.0498    158.23850   1325.13216   1006.12614    -28.23412     27.38552     -2.38331    166.8    172.6     -4.6      6.0    433.7     70.9    157.6    183.4   3.13608   0.39509  41.61840
      21 2023  7  7  0  1 19 808  4.0539    158.34193   1325.17453   1006.21664    -28.55018     28.41916     -2.48901    166.8    172.6     -4.6      6.0    433.7     71.0    157.6    183.4   3.13579   0.39509  41.62106
      22 2023  7  7  0  1 23 865  4.0570    158.44658   1325.21875   1006.30660    -31.59693     30.13312     -2.58787    166.8    172.6     -4.7      5.9    433.7     71.2    157.6    183.4   3.13549   0.39509  41.60294
      23 2023  7  7  0  1 27 926  4.0616    158.45338   1325.26543   1006.39600    -32.28677     31.77111     -2.67179    166.8    172.6     -4.8      5.9    433.7     71.3    157.6    183.4   3.13520   0.39509  41.60559
      24 2023  7  7  0  1 31 992  4.0655    158.40631   1325.31482   1006.48481    -35.54627     31.38331     -2.74171    166.8    172.6     -4.8      5.9    433.7     71.4    157.6    183.4   3.13490   0.39509  41.58670
      25 2023  7  7  0  1 36  58  4.0661    158.34861   1325.36642   1006.57289    -36.76668     34.52314     -2.80965    166.8    172.6     -4.9      5.8    433.7     71.6    157.6    183.4   3.13461   0.39509  41.58968
      26 2023  7  7  0  1 40 127  4.0687    158.35742   1325.41935   1006.66031    -37.91250     35.01771     -2.88383    166.8    172.6     -4.9      5.8    433.7     71.7    157.6    183.4   3.13431   0.39509  41.57037
      27 2023  7  7  0  1 44 196  4.0695    158.45433   1325.47299   1006.74700    -40.74890     36.88970     -2.96103    166.8    172.6     -5.0      5.8    433.7     71.8    157.6    183.4   3.13402   0.39509  41.57388
      28 2023  7  7  0  1 48 267  4.0711    158.54641   1325.52758   1006.83309    -40.68416     38.89962     -3.02793    166.8    172.6     -5.0      5.7    433.7     72.0    157.6    183.4   3.13372   0.39509  41.55439
      29 2023  7  7  0  1 52 341  4.0733    158.56689   1325.58359   1006.91850    -44.16755     38.41414     -3.07523    166.8    172.6     -5.1      5.7    433.7     72.1    157.6    183.4   3.13342   0.39509  41.55855
      30 2023  7  7  0  1 56 417  4.0761    158.56011   1325.64101   1007.00334    -45.99073     41.12346     -3.10569    166.8    172.6     -5.2      5.6    433.7     72.2    157.6    183.4   3.13313   0.39509  41.53899
      31 2023  7  7  0  2  0 496  4.0789    158.55734   1325.69935   1007.08753    -45.29487     42.52020     -3.12913    166.8    172.6     -5.2      5.6    434.1     72.4    157.6    183.4   3.13283   0.39509  41.54383
      32 2023  7  7  0  2  4 577  4.0814    158.58936   1325.75811   1007.17101    -49.30820     41.60706     -3.15261    166.8    172.6     -5.2      5.6    437.1     72.5    170.8    196.9   3.13253   0.39509  41.52422
      33 2023  7  7  0  2  8 652  4.0746    158.65942   1325.81671   1007.25399    -50.76502     45.54061     -3.17401    166.8    172.6     -5.2      5.6    440.1     72.6    170.8    196.9   3.13224   0.39509  41.52979
      34 2023  7  7  0  2 12 722  4.0699    158.71418   1325.87540   1007.33645    -50.61865     46.63284     -3.18594    166.8    172.6     -5.2      5.6    443.2     72.7    170.8    196.9   3.13194   0.39509  41.50994
      35 2023  7  7  0  2 16 789  4.0671    158.72458   1325.93429   1007.41823    -54.52537     45.38227     -3.18413    166.8    172.6     -5.2      5.5    446.3     72.8    170.8    196.9   3.13165   0.39509  41.51629
      36 2023  7  7  0  2 20 854  4.0653    158.72657   1325.99313   1007.49948    -55.96250     49.25817     -3.16828    166.8    172.6     -5.2      5.5    449.4     72.9    170.8    196.9   3.13135   0.39509  41.49717
      37 2023  7  7  0  2 24 918  4.0640    158.75096   1326.05147   1007.58019    -54.52685     50.49087     -3.14452    166.8    172.6     -5.2      5.5    452.6     73.1    170.8    196.9   3.13105   0.39509  41.50412
      38 2023  7  7  0  2 28 981  4.0628    158.81197   1326.10906   1007.66035    -58.63017     49.69134     -3.11773    166.8    172.6     -5.2      5.5    455.8     73.2    170.8    196.9   3.13076   0.39509  41.48559
      39 2023  7  7  0  2 33  41  4.0607    158.86082   1326.16736   1007.73999    -60.48792     52.91230     -3.08457    166.8    172.6     -5.2      5.5    459.1     73.3    170.8    196.9   3.13046   0.39509  41.49305
      40 2023  7  7  0  2 37  99  4.0579    158.86480   1326.23203   1007.81922    -59.06566     54.52912     -3.03955    166.8    172.6     -5.2      5.5    462.4     73.4    170.8    196.9   3.13017   0.39509  41.47490
      41 2023  7  7  0  2 41 155  4.0554    158.83372   1326.29634   1007.89801    -62.56723     54.03218     -2.98062    166.8    172.6     -5.2      5.5    465.7     73.5    170.8    196.9   3.12987   0.39509  41.48284
      42 2023  7  7  0  2 45 209  4.0544    158.81521   1326.35997   1007.97647    -65.10556     56.07573     -2.90791    166.8    172.6     -5.2      5.4    469.0     73.6    170.8    196.9   3.12958   0.39509  41.46508
      43 2023  7  7  0  2 49 264  4.0549    158.83562   1326.42269   1008.05469    -64.66271     58.48767     -2.82439    166.8    172.6     -5.2      5.4    472.4     73.7    170.8    196.9   3.12928   0.39509  41.47345
      44 2023  7  7  0  2 53 320  4.0556    158.87412   1326.48451   1008.13273    -64.71982     58.72573     -2.73349    166.8    172.6     -5.2      5.4    475.9     73.9    170.8    196.9   3.12899   0.39509  41.45583
      45 2023  7  7  0  2 57 376  4.0564    158.88749   1326.54552   1008.21062    -67.93077     58.73564     -2.63384    166.8    172.6     -5.2      5.4    479.3     74.0    170.8    196.9   3.12869   0.39509  41.46467
      46 2023  7  7  0  3  1 434  4.0580    158.87776   1326.60596   1008.28855    -68.66588     61.89177     -2.52201    166.8    172.6     -5.2      5.4    481.6     74.0    170.8    196.9   3.12840   0.39509  41.44721
      47 2023  7  7  0  3  5 495  4.0607    158.85221   1326.66586   1008.36658    -66.63973     62.50225     -2.39843    166.8    172.6     -5.2      5.4    481.6     74.1    170.8    196.9   3.12810   0.39509  41.45649
      48 2023  7  7  0  3  9 549  4.0548    158.82102   1326.72516   1008.44492    -70.60998     61.85442     -2.26740    166.8    172.6     -5.2      5.4    481.6     74.1    170.8    196.9   3.12781   0.39509  41.43914
      49 2023  7  7  0  3 13 607  4.0574    158.81798   1326.78376   1008.52369    -72.54204     64.70150     -2.13029    166.8    172.6     -5.3      5.4    481.6     74.1    170.8    196.9   3.12751   0.39509  41.44879
      50 2023  7  7  0  3 17 666  4.0592    158.82326   1326.84187   1008.60291    -71.59394     66.46989     -1.98765    166.8    172.6     -5.3      5.4    481.6     74.1    170.8    196.9   3.12722   0.39509  41.43155
      51 2023  7  7  0  3 21 727  4.0607    158.81667   1326.89995   1008.68265    -71.36512     66.94966     -1.84000    166.8    172.6     -5.3      5.4    481.6     74.1    170.8    196.9   3.12692   0.39509  41.44159
      52 2023  7  7  0  3 25 790  4.0630    158.77209   1326.95849   1008.76315    -74.12875     66.75038     -1.68915    166.8    172.6     -5.4      5.4    481.6     74.2    170.8    196.9   3.12663   0.39509  41.42393
      53 2023  7  7  0  3 29 856  4.0664    158.71730   1327.01780   1008.84453    -74.55679     69.43801     -1.53722    166.8    172.6     -5.4      5.4    481.6     74.2    170.8    196.9   3.12633   0.39509  41.43442
      54 2023  7  7  0  3 33 926  4.0696    158.69617   1327.07875   1008.92698    -71.94338     70.47255     -1.38711    166.8    172.6     -5.4      5.4    481.6     74.2    170.8    196.9   3.12604   0.39509  41.41656
      55 2023  7  7  0  3 37 991  4.0654    158.71034   1327.14169   1009.01045    -75.34756     70.27015     -1.24216    166.8    172.6     -5.5      5.4    481.6     74.2    170.8    196.9   3.12574   0.39509  41.42750
      56 2023  7  7  0  3 42  53  4.0617    158.73023   1327.20707   1009.09523    -77.07896     71.75339     -1.10278    166.8    172.6     -5.5      5.4    481.6     74.2    170.8    196.9   3.12544   0.39509  41.40945
      57 2023  7  7  0  3 46 112  4.0588    158.72362   1327.27578   1009.18148    -76.17797     73.33473     -0.96879    166.8    172.6     -5.5      5.4    481.6     74.2    170.8    196.9   3.12515   0.39509  41.42066
      58 2023  7  7  0  3 50 169  4.0570    158.69307   1327.34868   1009.26947    -74.87576     74.44132     -0.84175    166.8    172.6     -5.5      5.4    481.6     74.3    170.8    196.9   3.12485   0.39509  41.40265
      59 2023  7  7  0  3 54 224  4.0557    158.66205   1327.52829   1009.35941    -77.21022     73.37668     -0.72420    166.8    172.6     -5.6      5.4    481.6     74.3    170.8    196.9   3.12456   0.39509  41.41423
      60 2023  7  7  0  3 58 278  4.0542    158.65457   1328.19262   1009.45164    -77.61059     75.60522     -0.61735    166.8    172.6     -5.6      5.4    481.6     74.3    170.8    196.9   3.12426   0.39509  41.39615
      61 2023  7  7  0  4  2 331  4.0525    158.65092   1328.88371   1009.54639    -75.36047     76.84759     -0.51985    166.8    172.6     -5.5      5.4    481.6     74.3    170.8    196.9   3.12397   0.39509  41.40807
      62 2023  7  7  0  4  6 382  4.0510    158.62673   1329.60862   1009.64391    -76.86649     77.15398     -0.42971    166.8    172.6     -5.3      5.4    481.6     74.3    177.3    205.0   3.12368   0.39509  41.39024
      63 2023  7  7  0  4 10 431  4.0488    158.59149   1330.40696   1009.74473    -78.09262     77.49781     -0.34581    166.8    172.6     -5.1      5.4    481.6     74.3    177.3    205.0   3.12338   0.39509  41.40245
      64 2023  7  7  0  4 14 479  4.0486    158.57414   1331.25512   1009.84924    -77.25899     79.09254     -0.26739    166.8    172.6     -4.8      5.4    481.6     74.4    177.3    205.0   3.12309   0.39509  41.38590
      65 2023  7  7  0  4 18 528  4.0488    158.58525   1332.19583   1009.95773    -75.68666     79.41325     -0.19370    166.8    172.6     -4.6      5.4    481.6     74.4    177.3    205.0   3.12279   0.39509  41.39811
      66 2023  7  7  0  4 22 577  4.0492    158.60645   1333.22849   1010.07057    -77.20286     83.10464     -0.12384    166.8    172.6     -4.4      5.4    481.6     74.4    177.3    205.0   3.12250   0.39509  41.38099
      67 2023  7  7  0  4 26 628  4.0501    158.60901   1334.40118   1010.18810    -77.15056     85.43341     -0.05676    166.8    172.6     -4.2      5.4    481.6     74.4    177.3    205.0   3.12220   0.39509  41.39340
      68 2023  7  7  0  4 30 679  4.0515    158.60158   1337.17091   1010.31072    -75.01710     85.59418      0.00946    166.8    172.6     -4.0      5.4    481.6     74.4    177.3    205.0   3.12191   0.39509  41.37619
      69 2023  7  7  0  4 34 732  4.0533    158.59308   1340.90266   1010.43875    -76.49119     85.53229      0.07770    166.8    172.6     -3.7      5.4    481.6     74.4    177.3    205.0   3.12161   0.39509  41.38890
      70 2023  7  7  0  4 38 788  4.0552    158.59153   1344.40866   1010.57252    -76.74273     91.10250      0.15015    166.8    172.6     -3.5      5.4    481.6     74.4    177.3    205.0   3.12132   0.39509  41.37158
      71 2023  7  7  0  4 42 844  4.0560    158.60156   1347.39661   1010.71213    -75.27088     94.37288      0.22794    166.8    172.6     -3.3      5.4    481.6     74.5    177.3    205.0   3.12102   0.39509  41.38468
      72 2023  7  7  0  4 46 900  4.0563    158.61253   1350.65087   1010.85777    -75.48449     95.25750      0.31183    166.8    172.6     -3.1      5.4    481.6     74.5    177.3    205.0   3.12073   0.39509  41.36738
      73 2023  7  7  0  4 50 957  4.0569    158.61209   1353.79121   1011.00946    -75.62723     94.64333      0.40381    166.8    172.6     -2.9      5.4    481.6     74.5    177.3    205.0   3.12043   0.39509  41.38068
      74 2023  7  7  0  4 55  14  4.0576    158.60024   1356.47444   1011.16720    -76.84862    100.74237      0.50652    166.8    172.6     -2.6      5.4    481.6     74.5    177.3    205.0   3.12014   0.39509  41.36376
      75 2023  7  7  0  4 59  73  4.0584    158.59215   1358.67573   1011.33068    -79.94334    104.62430      0.62168    166.8    172.6     -2.4      5.4    481.6     74.5    177.3    205.0   3.11984   0.39509  41.37732
      76 2023  7  7  0  5  3 132  4.0594    158.59873   1360.99994   1011.49963    -82.06264    106.10303      0.74866    166.8    172.6     -2.5      5.3    481.6     74.5    177.3    205.0   3.11955   0.39509  41.36052
      77 2023  7  7  0  5  7 193  4.0603    158.62232   1363.31764   1011.67348    -82.97501    105.34901      0.88547    166.8    172.6     -2.7      5.2    481.6     74.5    177.3    205.0   3.11925   0.39509  41.37432
      78 2023  7  7  0  5 11 254  4.0611    158.64540   1364.90709   1011.85049    -82.67448    107.87996      1.03037    166.8    172.6     -2.9      5.1    481.6     74.5    177.3    205.0   3.11896   0.39509  41.35762
      79 2023  7  7  0  5 15 316  4.0620    158.65166   1365.85553   1012.03035    -85.43082    112.63849      1.18231    166.8    172.6     -3.1      5.1    481.6     74.5    177.3    205.0   3.11866   0.39509  41.37166
      80 2023  7  7  0  5 19 379  4.0630    158.65064   1367.21290   1012.21246    -88.15261    115.07379      1.34004    166.8    172.6     -3.3      5.0    481.6     74.5    177.3    205.0   3.11837   0.39508  41.35511
      81 2023  7  7  0  5 23 443  4.0642    158.65048   1368.14649   1012.39578    -89.70647    115.16591      1.50100    166.8    172.6     -3.5      4.9    481.6     74.5    177.3    205.0   3.11807   0.39508  41.36939
      82 2023  7  7  0  5 27 508  4.0652    158.65737   1368.73703   1012.57915    -89.89150    115.61747      1.66214    166.8    172.6     -3.7      4.8    481.6     74.5    177.3    205.0   3.11778   0.39508  41.35304
      83 2023  7  7  0  5 31 574  4.0662    158.67063   1369.58982   1012.76119    -89.88360    120.94630      1.82097    166.8    172.6     -3.9      4.8    481.6     74.5    177.3    205.0   3.11748   0.39508  41.36758
      84 2023  7  7  0  5 35 642  4.0672    158.68320   1370.22921   1012.94061    -91.73240    124.13346      1.97570    166.8    172.6     -4.1      4.7    481.6     74.5    177.3    205.0   3.11718   0.39508  41.35138
      85 2023  7  7  0  5 39 710  4.0684    158.68806   1370.51256   1013.11597    -93.81914    124.98514      2.12462    166.8    172.6     -4.3      4.6    481.6     74.5    177.3    205.0   3.11689   0.39508  41.36615
      86 2023  7  7  0  5 43 780  4.0697    158.69319   1371.08020   1013.28597    -94.62226    123.67749      2.26587    166.8    172.6     -4.5      4.5    481.6     74.5    177.3    205.0   3.11659   0.39508  41.35009
      87 2023  7  7  0  5 47 851  4.0710    158.69778   1371.31195   1013.44921    -94.79179    127.42127      2.39749    166.8    172.6     -4.7      4.5    481.6     74.5    177.3    205.0   3.11630   0.39508  41.36506
      88 2023  7  7  0  5 51 923  4.0725    158.70178   1371.48421   1013.60450    -94.30790    131.18940      2.51769    166.8    172.6     -4.9      4.4    481.6     74.5    177.3    205.0   3.11600   0.39508  41.34928
      89 2023  7  7  0  5 55 997  4.0740    158.70488   1371.63775   1013.75071    -94.61546    132.73387      2.62544    166.8    172.6     -5.1      4.3    481.6     74.5    177.3    205.0   3.11570   0.39508  41.36443
      90 2023  7  7  0  6  0  72  4.0753    158.70725   1371.49043   1013.88698    -95.83014    132.08210      2.72020    166.8    172.6     -5.3      4.2    481.6     74.5    177.3    205.0   3.11541   0.39508  41.34873
      91 2023  7  7  0  6  4 149  4.0765    158.70973   1371.51318   1014.01270    -96.48014    132.45693      2.80148    166.8    172.6     -5.3      4.2    481.6     74.5    177.2    206.9   3.11511   0.39508  41.36422
      92 2023  7  7  0  6  8 221  4.0722    158.71331   1371.50569   1014.12840    -96.21435    136.37362      2.86839    166.8    172.6     -5.4      4.2    481.6     74.5    177.2    206.9   3.11481   0.39508  41.34881
      93 2023  7  7  0  6 12 293  4.0715    158.72115   1371.62334   1014.23328    -94.87793    138.37090      2.92129    166.8    172.6     -5.4      4.2    481.6     74.5    177.2    206.9   3.11452   0.39508  41.36452
      94 2023  7  7  0  6 16 364  4.0712    158.72641   1371.56904   1014.32704    -95.77535    138.28249      2.96052    166.8    172.6     -5.4      4.1    481.6     74.5    177.2    206.9   3.11422   0.39508  41.34601
      95 2023  7  7  0  6 20 435  4.0707    158.72676   1371.57725   1014.40977    -97.12123    136.26720      2.98676    166.8    172.6     -5.5      4.1    481.6     74.4    177.2    206.9   3.11393   0.39508  41.36213
      96 2023  7  7  0  6 24 505  4.0701    158.72144   1371.48836   1014.48193    -97.25132    139.56736      3.00079    166.8    172.6     -5.5      4.1    481.6     74.4    177.2    206.9   3.11363   0.39508  41.34606
      97 2023  7  7  0  6 28 574  4.0696    158.71527   1371.41682   1014.54406    -96.01711    141.74532      3.00344    166.8    172.6     -5.5      4.1    481.6     74.4    177.2    206.9   3.11333   0.39508  41.36268
      98 2023  7  7  0  6 32 643  4.0691    158.71199   1371.41965   1014.59701    -94.37587    142.07271      2.99570    166.8    172.6     -5.6      4.0    481.6     74.4    177.2    206.9   3.11304   0.39508  41.34575
      99 2023  7  7  0  6 36 712  4.0687    158.71143   1371.71028   1014.64165    -95.72600    140.57894      2.97862    166.8    172.6     -5.6      4.0    481.6     74.4    177.2    206.9   3.11274   0.39508  41.36254
     100 2023  7  7  0  6 40 780  4.0684    158.71091   1372.11576   1014.67904    -95.94819    141.99164      2.95350    166.8    172.6     -5.6      4.0    481.6     74.4    177.2    206.9   3.11245   0.39508  41.34616
     101 2023  7  7  0  6 44 849  4.0682    158.70879   1372.37238   1014.71021    -94.93259    144.06235      2.92167    166.8    172.6     -5.6      4.0    481.6     74.4    177.2    206.9   3.11215   0.39508  41.36317
     102 2023  7  7  0  6 48 917  4.0683    158.70566   1372.45720   1014.73633    -92.56909    144.55713      2.88443    166.8    172.6     -5.7      3.9    481.6     74.4    177.2    206.9   3.11186   0.39508  41.34642
     103 2023  7  7  0  6 52 986  4.0685    158.70295   1372.35174   1014.75848    -92.40339    143.40859      2.84305    166.8    172.6     -5.7      3.9    481.6     74.4    177.2    206.9   3.11156   0.39508  41.36351
     104 2023  7  7  0  6 57  54  4.0689    158.70081   1372.05964   1014.77780    -92.40178    144.62086      2.79855    166.8    172.6     -5.7      3.9    481.6     74.3    177.2    206.9   3.11126   0.39508  41.34697
     105 2023  7  7  0  7  1 124  4.0695    158.69772   1371.58106   1014.79528    -91.25400    146.32690      2.75204    166.8    172.6     -5.7      3.9    481.4     74.4    177.2    206.9   3.11097   0.39508  41.36420
     106 2023  7  7  0  7  5 194  4.0703    158.69303   1370.91765   1014.81194    -88.89333    146.65857      2.70449    166.8    172.6     -5.5      4.0    480.8     74.5    177.2    206.9   3.11067   0.39508  41.34744
     107 2023  7  7  0  7  9 259  4.0648    158.68808   1370.08960   1014.82892    -87.12888    146.01957      2.65693    166.8    172.6     -5.2      4.0    480.2     74.6    177.2    206.9   3.11038   0.39508  41.36471
     108 2023  7  7  0  7 13 325  4.0657    158.68472   1369.09498   1014.84700    -86.64639    148.18256      2.60987    166.8    172.6     -5.0      4.1    479.6     74.8    177.2    206.9   3.11008   0.39508  41.34800
     109 2023  7  7  0  7 17 391  4.0666    158.68373   1367.94338   1014.86675    -85.12516    149.16036      2.56359    166.8    172.6     -4.8      4.2    479.1     74.9    177.2    206.9   3.10978   0.39508  41.36536
     110 2023  7  7  0  7 21 459  4.0676    158.68370   1366.64651   1014.88892    -82.55046    149.13381      2.51852    166.8    172.6     -4.6      4.3    478.5     75.0    177.2    206.9   3.10949   0.39508  41.34856
     111 2023  7  7  0  7 25 527  4.0686    158.68231   1365.21880   1014.91404    -80.95317    151.14782      2.47498    166.8    172.6     -4.3      4.4    477.9     75.2    177.2    206.9   3.10919   0.39508  41.36600
     112 2023  7  7  0  7 29 596  4.0682    158.68005   1363.67673   1014.94274    -80.22382    152.03283      2.43319    166.8    172.6     -4.1      4.4    477.3     75.3    177.2    206.9   3.10890   0.39508  41.34903
     113 2023  7  7  0  7 33 663  4.0671    158.67764   1362.03729   1014.97547    -78.91960    153.48386      2.39293    166.8    172.6     -3.9      4.5    476.7     75.4    177.2    206.9   3.10860   0.39508  41.36653
     114 2023  7  7  0  7 37 729  4.0662    158.67655   1360.31778   1015.01273    -76.60513    154.70989      2.35384    166.8    172.6     -3.6      4.6    476.2     75.6    177.2    206.9   3.10831   0.39508  41.34950
     115 2023  7  7  0  7 41 794  4.0653    158.67692   1358.53692   1015.05489    -77.42859    156.40309      2.31550    166.8    172.6     -3.4      4.7    475.6     75.7    177.2    206.9   3.10801   0.39508  41.36704
     116 2023  7  7  0  7 45 859  4.0647    158.67707   1356.71378   1015.10235    -79.75151    158.01453      2.27752    166.8    172.6     -3.2      4.8    475.0     75.8    177.2    206.9   3.10771   0.39508  41.34996
     117 2023  7  7  0  7 49 923  4.0642    158.67568   1354.86768   1015.15540    -81.20788    159.76706      2.23952    166.8    172.6     -3.0      4.8    474.5     76.0    177.2    206.9   3.10742   0.39508  41.36756
     118 2023  7  7  0  7 53 987  4.0638    158.67385   1353.01783   1015.21436    -81.67250    161.77645      2.20102    166.8    172.6     -2.7      4.9    473.9     76.1    177.2    206.9   3.10712   0.39508  41.35042
     119 2023  7  7  0  7 58  50  4.0635    158.67327   1351.18325   1015.27941    -82.10273    163.68653      2.16160    166.8    172.6     -2.5      5.0    473.3     76.2    177.2    206.9   3.10683   0.39508  41.36807
     120 2023  7  7  0  8  2 114  4.0633    158.67401   1349.38264   1015.35076    -84.88623    164.58558      2.12073    166.8    172.6     -2.2      5.0    472.9     76.4    177.2    206.9   3.10653   0.39508  41.35099
     121 2023  7  7  0  8  6 177  4.0631    158.67521   1347.63749   1015.42875    -86.87842    164.46984      2.07803    166.8    172.6     -1.9      4.9    472.6     76.4    184.2    214.2   3.10624   0.39508  41.36901
     122 2023  7  7  0  8 10 245  4.0681    158.67677   1345.83012   1015.51159    -87.93033    163.37137      2.03289    166.8    172.6     -1.6      4.7    472.3     76.5    184.2    214.2   3.10594   0.39508  41.35131
     123 2023  7  7  0  8 14 313  4.0676    158.67833   1344.06189   1015.59987    -87.96532    161.32460      1.98524    166.8    172.6     -1.3      4.6    471.9     76.6    184.2    214.2   3.10565   0.39508  41.36873
     124 2023  7  7  0  8 18 380  4.0673    158.67975   1344.73678   1015.69394    -86.96623    158.37205      1.93480    166.8    172.6     -1.0      4.5    471.6     76.7    184.2    214.2   3.10535   0.39508  41.35434
     125 2023  7  7  0  8 22 447  4.0670    158.68115   1345.05518   1015.79356    -88.32518    154.55847      1.88136    166.8    172.6     -0.7      4.4    471.3     76.8    184.2    214.2   3.10505   0.39508  41.37179
     126 2023  7  7  0  8 26 514  4.0668    158.68303   1346.03830   1015.89838    -89.93909    149.93321      1.82478    166.8    172.6     -0.4      4.3    471.0     76.9    184.2    214.2   3.10476   0.39508  41.35489
     127 2023  7  7  0  8 30 580  4.0666    158.68560   1347.36240   1016.00787    -90.65777    144.63392      1.76494    166.8    172.6     -0.1      4.2    470.7     77.0    184.2    214.2   3.10446   0.39508  41.37220
     128 2023  7  7  0  8 34 647  4.0665    158.68892   1348.24165   1016.12142    -90.37477    138.72829      1.70191    166.8    172.6      0.2      4.0    470.4     77.0    184.2    214.2   3.10417   0.39508  41.35655
     129 2023  7  7  0  8 38 713  4.0665    158.69197   1348.64631   1016.23824    -89.04497    132.17016      1.63587    166.8    172.6      0.5      3.9    470.1     77.1    184.2    214.2   3.10387   0.39508  41.37399
     130 2023  7  7  0  8 42 780  4.0665    158.69424   1348.59027   1016.35752    -89.34707    125.01204      1.56678    166.8    172.6      0.9      3.8    469.8     77.2    184.2    214.2   3.10358   0.39508  41.35757
