GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  T
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2023.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    4833 2023  7  7  5 16 28 247  3.6829    150.31363   1478.73593   1038.79728    -23.74539     21.63392     -0.95026    166.6    172.6      8.2     -1.1    496.5     41.9     98.6     97.9   1.76073   0.39469  30.18297
    4834 2023  7  7  5 16 31 930  3.6829    150.30297   1478.79952   1038.79184    -23.74456     21.60845     -0.94943    166.6    172.6      8.2     -1.1    495.4     41.9     98.6     97.9   1.76046   0.39469  30.18469
    4835 2023  7  7  5 16 35 612  3.6827    150.29223   1478.86226   1038.78649    -23.74374     21.58326     -0.94858    166.6    172.6      8.2     -1.1    494.3     41.9     98.6     97.9   1.76019   0.39469  30.17736
    4836 2023  7  7  5 16 39 295  3.6827    150.28117   1478.92414   1038.78122    -23.74292     21.55854     -0.94776    166.6    172.6      8.2     -1.1    493.2     42.0     98.6     97.9   1.75992   0.39469  30.17907
    4837 2023  7  7  5 16 42 978  3.6827    150.26978   1478.98514   1038.77603    -23.74209     21.53446     -0.94687    166.6    172.6      8.3     -1.0    492.1     42.0     98.6     97.9   1.75966   0.39469  30.17175
    4838 2023  7  7  5 16 46 661  3.6829    150.25807   1479.04525   1038.77091    -23.74126     21.51119     -0.94598    166.6    172.6      8.3     -1.0    491.0     42.1     98.6     97.9   1.75939   0.39469  30.17348
    4839 2023  7  7  5 16 50 344  3.6829    150.24669   1479.10443   1038.76587    -23.74044     21.48886     -0.94503    166.6    172.6      8.3     -1.0    489.9     42.1     98.6     97.9   1.75912   0.39469  30.16616
    4840 2023  7  7  5 16 54  26  3.6828    150.23584   1479.16252   1038.76089    -23.73965     21.46763     -0.94399    166.6    172.6      8.3     -1.0    488.8     42.1     98.6     97.9   1.75885   0.39469  30.16790
    4841 2023  7  7  5 16 57 709  3.6827    150.22515   1479.21971   1038.75598    -23.73890     21.44761     -0.94298    166.6    172.6      8.3     -1.0    487.7     42.2     98.6     97.9   1.75859   0.39469  30.16059
    4842 2023  7  7  5 17  1 392  3.6827    150.21439   1479.27612   1038.75114    -23.73816     21.42890     -0.94197    166.6    172.6      8.3     -1.0    486.6     42.2     98.6     97.9   1.75832   0.39469  30.16234
    4843 2023  7  7  5 17  5  75  3.6828    150.20342   1479.33181   1038.74635    -23.73745     21.41159     -0.94098    166.6    172.6      8.3     -1.1    485.4     42.2     98.6     97.9   1.75805   0.39469  30.15505
    4844 2023  7  7  5 17  8 757  3.6829    150.19226   1479.38813   1038.74141    -23.73677     21.39622     -0.93996    166.6    172.6      8.3     -1.1    484.3     42.2     98.6     97.9   1.75778   0.39469  30.15680
    4845 2023  7  7  5 17 12 440  3.6829    150.18092   1479.44405   1038.73642    -23.73612     21.38263     -0.93887    166.6    172.6      8.3     -1.2    483.1     42.2     98.6     97.9   1.75751   0.39469  30.14951
    4846 2023  7  7  5 17 16 123  3.6828    150.16991   1479.49947   1038.73144    -23.73552     21.37076     -0.93775    166.6    172.6      8.3     -1.3    481.9     42.2     98.6     97.9   1.75725   0.39469  30.15129
    4847 2023  7  7  5 17 19 806  3.6827    150.15920   1479.55432   1038.72647    -23.73496     21.36059     -0.93667    166.6    172.6      8.3     -1.3    480.8     42.2     98.6     97.9   1.75698   0.39469  30.14401
    4848 2023  7  7  5 17 23 488  3.6827    150.14850   1479.60859   1038.72154    -23.73443     21.35213     -0.93567    166.6    172.6      8.3     -1.4    479.6     42.2     98.6     97.9   1.75671   0.39469  30.14579
    4849 2023  7  7  5 17 27 171  3.6828    150.13765   1479.66226   1038.71662    -23.73394     21.34533     -0.93467    166.6    172.6      8.3     -1.5    478.5     42.2     98.6     97.9   1.75644   0.39469  30.13852
    4850 2023  7  7  5 17 30 854  3.6829    150.12664   1479.71532   1038.71172    -23.73348     21.34016     -0.93368    166.6    172.6      8.3     -1.5    477.3     42.2     98.6     97.9   1.75618   0.39469  30.14032
    4851 2023  7  7  5 17 34 537  3.6829    150.11551   1479.76778   1038.70683    -23.73306     21.33657     -0.93268    166.6    172.6      8.3     -1.6    476.1     42.2     98.6     97.9   1.75591   0.39469  30.13306
    4852 2023  7  7  5 17 38 220  3.6828    150.10432   1479.81961   1038.70196    -23.73268     21.33453     -0.93175    166.6    172.6      8.4     -1.7    475.0     42.2     98.6     97.9   1.75564   0.39469  30.13486
    4853 2023  7  7  5 17 41 902  3.6827    150.09346   1479.87079   1038.69709    -23.73235     21.33397     -0.93081    166.6    172.6      8.4     -1.7    473.8     42.2     98.6     97.9   1.75537   0.39469  30.12761
    4854 2023  7  7  5 17 45 585  3.6827    150.08279   1479.92130   1038.69222    -23.73205     21.33483     -0.92985    166.6    172.6      8.4     -1.8    472.7     42.2     98.6     97.9   1.75510   0.39469  30.12943
    4855 2023  7  7  5 17 49 268  3.6828    150.07206   1479.97110   1038.68735    -23.73177     21.33705     -0.92896    166.6    172.6      8.4     -1.9    471.5     42.2     98.6     97.9   1.75484   0.39469  30.12219
    4856 2023  7  7  5 17 52 951  3.6829    150.06110   1480.02016   1038.68248    -23.73151     21.34055     -0.92806    166.6    172.6      8.4     -1.9    470.4     42.2     98.6     97.9   1.75457   0.39469  30.12402
    4857 2023  7  7  5 17 56 634  3.6829    150.04991   1480.06846   1038.67760    -23.73129     21.34525     -0.92720    166.6    172.6      8.4     -2.0    469.2     42.2     98.6     97.9   1.75430   0.39469  30.11679
    4858 2023  7  7  5 18  0 316  3.6828    150.03856   1480.11597   1038.67271    -23.73110     21.35107     -0.92631    166.6    172.6      8.4     -2.0    468.2     42.2     98.6     97.9   1.75403   0.39469  30.11863
    4859 2023  7  7  5 18  3 999  3.6827    150.02728   1480.16310   1038.66781    -23.73094     21.35793     -0.92550    166.6    172.6      8.4     -2.0    468.7     42.2    101.9    103.0   1.75377   0.39469  30.11140
    4860 2023  7  7  5 18  7 682  3.6828    150.01638   1480.21322   1038.66351    -23.73090     21.36539     -0.92460    166.6    172.6      8.4     -2.0    469.2     42.2    101.9    103.0   1.75350   0.39469  30.11327
    4861 2023  7  7  5 18 11 365  3.6829    150.00567   1480.26386   1038.65946    -23.73093     21.37351     -0.92373    166.6    172.6      8.3     -1.9    469.7     42.2    101.9    103.0   1.75323   0.39469  30.10609
    4862 2023  7  7  5 18 15  48  3.6829    149.99488   1480.31443   1038.65550    -23.73102     21.38231     -0.92286    166.6    172.6      8.3     -1.9    470.1     42.2    101.9    103.0   1.75296   0.39469  30.10796
    4863 2023  7  7  5 18 18 731  3.6828    149.98382   1480.36478   1038.65157    -23.73116     21.39172     -0.92196    166.6    172.6      8.3     -1.8    470.6     42.2    101.9    103.0   1.75269   0.39469  30.10076
    4864 2023  7  7  5 18 22 413  3.6828    149.97253   1480.41481   1038.64767    -23.73135     21.40169     -0.92100    166.6    172.6      8.3     -1.8    471.1     42.3    101.9    103.0   1.75243   0.39469  30.10261
    4865 2023  7  7  5 18 26  96  3.6828    149.96103   1480.46448   1038.64377    -23.73157     21.41217     -0.92002    166.6    172.6      8.3     -1.8    471.6     42.3    101.9    103.0   1.75216   0.39469  30.09540
    4866 2023  7  7  5 18 29 779  3.6829    149.94966   1480.51378   1038.63987    -23.73181     21.42314     -0.91897    166.6    172.6      8.2     -1.7    472.1     42.3    101.9    103.0   1.75189   0.39469  30.09727
    4867 2023  7  7  5 18 33 462  3.6829    149.93867   1480.56272   1038.63596    -23.73207     21.43452     -0.91803    166.6    172.6      8.2     -1.7    472.6     42.3    101.9    103.0   1.75162   0.39469  30.09006
    4868 2023  7  7  5 18 37 145  3.6829    149.92780   1480.61142   1038.63205    -23.73236     21.44627     -0.91706    166.6    172.6      8.2     -1.6    473.1     42.3    101.9    103.0   1.75135   0.39469  30.09193
    4869 2023  7  7  5 18 40 828  3.6828    149.91680   1480.65967   1038.62811    -23.73268     21.45832     -0.91608    166.6    172.6      8.2     -1.6    473.6     42.3    101.9    103.0   1.75109   0.39469  30.08473
    4870 2023  7  7  5 18 44 510  3.6827    149.90557   1480.70730   1038.62416    -23.73302     21.47062     -0.91504    166.6    172.6      8.2     -1.6    474.1     42.3    101.9    103.0   1.75082   0.39469  30.08661
    4871 2023  7  7  5 18 48 193  3.6826    149.89418   1480.75421   1038.62018    -23.73337     21.48311     -0.91394    166.6    172.6      8.1     -1.5    474.6     42.3    101.9    103.0   1.75055   0.39469  30.07942
    4872 2023  7  7  5 18 51 876  3.6826    149.88259   1480.80033   1038.61618    -23.73374     21.49573     -0.91280    166.6    172.6      8.1     -1.5    475.1     42.3    101.9    103.0   1.75028   0.39469  30.08131
    4873 2023  7  7  5 18 55 558  3.6825    149.87128   1480.84561   1038.61215    -23.73411     21.50843     -0.91169    166.6    172.6      8.1     -1.4    475.6     42.3    101.9    103.0   1.75002   0.39469  30.07412
    4874 2023  7  7  5 18 59 240  3.6824    149.86039   1480.89005   1038.60809    -23.73449     21.52114     -0.91052    166.6    172.6      8.1     -1.4    476.1     42.3    101.9    103.0   1.74975   0.39469  30.07603
    4875 2023  7  7  5 19  2 923  3.6822    149.84954   1480.93360   1038.60400    -23.73487     21.53382     -0.90937    166.6    172.6      8.1     -1.4    475.6     42.3    101.9    103.0   1.74948   0.39469  30.06886
    4876 2023  7  7  5 19  6 605  3.6822    149.83851   1480.97627   1038.59989    -23.73524     21.54642     -0.90815    166.6    172.6      8.1     -1.5    474.8     42.3    101.9    103.0   1.74921   0.39469  30.07077
    4877 2023  7  7  5 19 10 287  3.6821    149.82726   1481.01508   1038.59525    -23.73561     21.55924     -0.90706    166.6    172.6      8.1     -1.5    474.0     42.3    101.9    103.0   1.74894   0.39469  30.06361
    4878 2023  7  7  5 19 13 969  3.6821    149.81580   1481.05189   1038.59037    -23.73596     21.57207     -0.90595    166.6    172.6      8.1     -1.6    473.2     42.3    101.9    103.0   1.74868   0.39469  30.06553
    4879 2023  7  7  5 19 17 651  3.6820    149.80411   1481.08695   1038.58536    -23.73630     21.58477     -0.90483    166.6    172.6      8.1     -1.7    472.3     42.3    101.9    103.0   1.74841   0.39469  30.05838
    4880 2023  7  7  5 19 21 333  3.6818    149.79277   1481.12028   1038.58028    -23.73664     21.59729     -0.90376    166.6    172.6      8.1     -1.7    471.5     42.3    101.9    103.0   1.74814   0.39469  30.06032
    4881 2023  7  7  5 19 25  14  3.6818    149.78187   1481.15185   1038.57512    -23.73695     21.60957     -0.90260    166.6    172.6      8.1     -1.8    470.7     42.3    101.9    103.0   1.74787   0.39469  30.05318
    4882 2023  7  7  5 19 28 696  3.6817    149.77102   1481.18165   1038.56990    -23.73724     21.62156     -0.90141    166.6    172.6      8.1     -1.8    469.9     42.3    101.9    103.0   1.74761   0.39469  30.05513
    4883 2023  7  7  5 19 32 378  3.6816    149.76004   1481.20976   1038.56462    -23.73752     21.63320     -0.90041    166.6    172.6      8.1     -1.9    469.1     42.3    101.9    103.0   1.74734   0.39469  30.04800
    4884 2023  7  7  5 19 36  59  3.6815    149.74890   1481.23618   1038.55929    -23.73777     21.64444     -0.89946    166.6    172.6      8.1     -2.0    468.3     42.2    101.9    103.0   1.74707   0.39469  30.04996
    4885 2023  7  7  5 19 39 741  3.6814    149.73748   1481.26090   1038.55391    -23.73800     21.65526     -0.89853    166.6    172.6      8.1     -2.0    467.5     42.2    101.9    103.0   1.74680   0.39469  30.04284
    4886 2023  7  7  5 19 43 422  3.6813    149.72574   1481.28392   1038.54848    -23.73821     21.66559     -0.89757    166.6    172.6      8.1     -2.1    466.7     42.2    101.9    103.0   1.74653   0.39469  30.04481
    4887 2023  7  7  5 19 47 103  3.6812    149.71420   1481.30530   1038.54301    -23.73838     21.67539     -0.89654    166.6    172.6      8.1     -2.1    465.9     42.2    101.9    103.0   1.74627   0.39469  30.03771
    4888 2023  7  7  5 19 50 784  3.6812    149.70312   1481.32511   1038.53751    -23.73852     21.68466     -0.89544    166.6    172.6      8.0     -2.2    465.1     42.2    101.9    103.0   1.74600   0.39469  30.03968
    4889 2023  7  7  5 19 54 465  3.6811    149.69214   1481.34345   1038.53196    -23.73863     21.69340     -0.89440    166.6    172.6      8.0     -2.2    464.3     42.2    101.9    103.0   1.74573   0.39469  30.03259
    4890 2023  7  7  5 19 58 146  3.6810    149.68120   1481.36040   1038.52639    -23.73872     21.70160     -0.89344    166.6    172.6      8.0     -2.3    463.5     42.2    101.9    103.0   1.74546   0.39469  30.03458
    4891 2023  7  7  5 20  1 827  3.6809    149.67029   1481.37608   1038.52079    -23.73876     21.70925     -0.89245    166.6    172.6      8.0     -2.3    463.2     42.2    101.9    103.0   1.74520   0.39469  30.02750
    4892 2023  7  7  5 20  5 508  3.6808    149.65925   1481.39113   1038.51517    -23.73878     21.71637     -0.89146    166.6    172.6      8.1     -2.3    463.2     42.2    101.8     99.6   1.74493   0.39469  30.02948
    4893 2023  7  7  5 20  9 189  3.6808    149.64804   1481.40812   1038.51005    -23.73887     21.72266     -0.89043    166.6    172.6      8.1     -2.3    463.2     42.2    101.8     99.6   1.74466   0.39469  30.02243
    4894 2023  7  7  5 20 12 870  3.6807    149.63702   1481.42547   1038.50515    -23.73899     21.72827     -0.88940    166.6    172.6      8.1     -2.3    463.3     42.2    101.8     99.6   1.74439   0.39469  30.02445
    4895 2023  7  7  5 20 16 550  3.6805    149.62632   1481.44273   1038.50032    -23.73910     21.73334     -0.88832    166.6    172.6      8.1     -2.2    463.3     42.2    101.8     99.6   1.74413   0.39469  30.01741
    4896 2023  7  7  5 20 20 231  3.6804    149.61568   1481.46008   1038.49552    -23.73921     21.73790     -0.88716    166.6    172.6      8.1     -2.2    463.3     42.2    101.8     99.6   1.74386   0.39469  30.01941
    4897 2023  7  7  5 20 23 911  3.6804    149.60506   1481.47767   1038.49075    -23.73931     21.74202     -0.88601    166.6    172.6      8.1     -2.2    463.4     42.2    101.8     99.6   1.74359   0.39469  30.01236
    4898 2023  7  7  5 20 27 591  3.6803    149.59448   1481.49555   1038.48600    -23.73940     21.74578     -0.88496    166.6    172.6      8.1     -2.2    463.4     42.2    101.8     99.6   1.74332   0.39469  30.01437
    4899 2023  7  7  5 20 31 271  3.6802    149.58393   1481.51373   1038.48125    -23.73950     21.74920     -0.88394    166.6    172.6      8.1     -2.2    463.4     42.2    101.8     99.6   1.74306   0.39469  30.00732
    4900 2023  7  7  5 20 34 951  3.6801    149.57335   1481.53230   1038.47653    -23.73958     21.75238     -0.88275    166.6    172.6      8.2     -2.1    463.5     42.2    101.8     99.6   1.74279   0.39469  30.00932
    4901 2023  7  7  5 20 38 631  3.6800    149.56286   1481.55150   1038.47180    -23.73966     21.75541     -0.88155    166.6    172.6      8.2     -2.1    463.5     42.2    101.8     99.6   1.74252   0.39469  30.00227
    4902 2023  7  7  5 20 42 311  3.6800    149.55230   1481.57153   1038.46709    -23.73974     21.75837     -0.88027    166.6    172.6      8.2     -2.1    463.5     42.2    101.8     99.6   1.74225   0.39469  30.00429
    4903 2023  7  7  5 20 45 991  3.6799    149.54145   1481.59251   1038.46238    -23.73982     21.76133     -0.87913    166.6    172.6      8.2     -2.1    463.6     42.2    101.8     99.6   1.74198   0.39469  29.99725
    4904 2023  7  7  5 20 49 671  3.6798    149.53015   1481.61451   1038.45768    -23.73990     21.76515     -0.87800    166.6    172.6      8.2     -2.0    463.6     42.2    101.8     99.6   1.74172   0.39469  29.99927
    4905 2023  7  7  5 20 53 351  3.6797    149.51845   1481.63760   1038.45298    -23.73999     21.78941     -0.87676    166.6    172.6      8.2     -2.0    463.6     42.2    101.8     99.6   1.74145   0.39469  29.99224
    4906 2023  7  7  5 20 57  30  3.6796    149.50666   1481.66187   1038.44827    -23.74008     21.81418     -0.87550    166.6    172.6      8.2     -2.0    463.7     42.2    101.8     99.6   1.74118   0.39469  29.99427
    4907 2023  7  7  5 21  0 710  3.6795    149.49503   1481.68748   1038.44357    -23.74018     21.83937     -0.87433    166.6    172.6      8.2     -2.0    463.7     42.2    101.8     99.6   1.74091   0.39469  29.98725
    4908 2023  7  7  5 21  4 389  3.6795    149.48394   1481.71458   1038.43886    -23.74029     21.86494     -0.87317    166.6    172.6      8.3     -2.0    463.7     42.2    101.8     99.6   1.74065   0.39469  29.98929
    4909 2023  7  7  5 21  8  69  3.6793    149.47325   1481.74291   1038.43395    -23.74041     21.89176     -0.87213    166.6    172.6      8.3     -2.0    463.7     42.2    101.8     99.6   1.74038   0.39469  29.98229
    4910 2023  7  7  5 21 11 748  3.6792    149.46261   1481.77268   1038.42896    -23.74054     21.91915     -0.87114    166.6    172.6      8.3     -1.9    463.8     42.2    101.8     99.6   1.74011   0.39469  29.98434
    4911 2023  7  7  5 21 15 427  3.6792    149.45166   1481.80399   1038.42392    -23.74068     21.94676     -0.87014    166.6    172.6      8.3     -1.9    463.8     42.2    101.8     99.6   1.73984   0.39469  29.97734
    4912 2023  7  7  5 21 19 106  3.6791    149.44029   1481.83695   1038.41886    -23.74083     21.97435     -0.86915    166.6    172.6      8.3     -1.9    463.8     42.1    101.8     99.6   1.73958   0.39469  29.97940
    4913 2023  7  7  5 21 22 785  3.6790    149.42851   1481.87163   1038.41376    -23.74099     22.00173     -0.86817    166.6    172.6      8.3     -1.9    463.8     42.1    101.8     99.6   1.73931   0.39469  29.97242
    4914 2023  7  7  5 21 26 464  3.6789    149.41672   1481.90810   1038.40863    -23.74117     22.02878     -0.86728    166.6    172.6      8.3     -1.9    463.8     42.1    101.8     99.6   1.73904   0.39469  29.97449
    4915 2023  7  7  5 21 30 143  3.6788    149.40549   1481.94635   1038.40348    -23.74136     22.05539     -0.86649    166.6    172.6      8.3     -1.9    463.9     42.1    101.8     99.6   1.73877   0.39469  29.96751
    4916 2023  7  7  5 21 33 822  3.6788    149.39469   1481.98636   1038.39830    -23.74155     22.08149     -0.86576    166.6    172.6      8.3     -1.8    463.9     42.1    101.8     99.6   1.73851   0.39469  29.96960
    4917 2023  7  7  5 21 37 501  3.6787    149.38404   1482.02809   1038.39309    -23.74176     22.10704     -0.86510    166.6    172.6      8.3     -1.8    463.9     42.1    101.8     99.6   1.73824   0.39469  29.96263
    4918 2023  7  7  5 21 41 179  3.6786    149.37330   1482.07152   1038.38785    -23.74197     22.13199     -0.86443    166.6    172.6      8.3     -1.8    463.9     42.1    101.8     99.6   1.73797   0.39469  29.96472
    4919 2023  7  7  5 21 44 858  3.6785    149.36232   1482.11664   1038.38259    -23.74220     22.15630     -0.86390    166.6    172.6      8.4     -1.8    463.9     42.1    101.8     99.6   1.73770   0.39469  29.95777
    4920 2023  7  7  5 21 48 536  3.6784    149.35084   1482.16340   1038.37730    -23.74243     22.17995     -0.86335    166.6    172.6      8.4     -1.8    464.0     42.0    101.8     99.6   1.73744   0.39469  29.95987
    4921 2023  7  7  5 21 52 214  3.6783    149.33926   1482.21178   1038.37198    -23.74267     22.20305     -0.86292    166.6    172.6      8.4     -1.8    464.0     42.0    101.8     99.6   1.73717   0.39469  29.95293
    4922 2023  7  7  5 21 55 893  3.6783    149.32812   1482.26175   1038.36665    -23.74289     22.22574     -0.86251    166.6    172.6      8.4     -1.8    464.0     42.0    101.8     99.6   1.73690   0.39469  29.95504
    4923 2023  7  7  5 21 59 571  3.6782    149.31727   1482.31330   1038.36129    -23.74312     22.24784     -0.86224    166.6    172.6      8.4     -1.7    464.0     42.0    101.8     99.6   1.73663   0.39469  29.94811
    4924 2023  7  7  5 22  3 249  3.6781    149.30648   1482.36639   1038.35591    -23.74334     22.26926     -0.86186    166.6    172.6      8.4     -1.8    464.7     42.0    101.8     99.6   1.73637   0.39469  29.95023
    4925 2023  7  7  5 22  6 927  3.6780    149.29566   1482.42126   1038.35051    -23.74356     22.28997     -0.86156    166.6    172.6      8.4     -1.8    465.5     41.9     95.8     95.7   1.73610   0.39469  29.94329
    4926 2023  7  7  5 22 10 605  3.6779    149.28470   1482.47712   1038.34501    -23.74386     22.31067     -0.86125    166.6    172.6      8.4     -1.9    466.3     41.9     95.8     95.7   1.73583   0.39469  29.94545
    4927 2023  7  7  5 22 14 283  3.6779    149.27318   1482.53418   1038.33944    -23.74418     22.33093     -0.86108    166.6    172.6      8.4     -1.9    467.1     41.9     95.8     95.7   1.73556   0.39469  29.93856
    4928 2023  7  7  5 22 17 961  3.6778    149.26149   1482.59243   1038.33384    -23.74450     22.35054     -0.86100    166.6    172.6      8.4     -2.0    467.9     41.8     95.8     95.7   1.73530   0.39469  29.94071
    4929 2023  7  7  5 22 21 638  3.6777    149.25011   1482.65183   1038.32821    -23.74482     22.36940     -0.86102    166.6    172.6      8.4     -2.0    468.7     41.8     95.8     95.7   1.73503   0.39469  29.93380
    4930 2023  7  7  5 22 25 316  3.6776    149.23898   1482.71227   1038.32257    -23.74514     22.38743     -0.86103    166.6    172.6      8.4     -2.0    469.5     41.8     95.8     95.7   1.73476   0.39468  29.93593
    4931 2023  7  7  5 22 28 993  3.6775    149.22795   1482.77365   1038.31690    -23.74545     22.40461     -0.86106    166.6    172.6      8.4     -2.1    470.3     41.7     95.8     95.7   1.73449   0.39468  29.92902
    4932 2023  7  7  5 22 32 671  3.6775    149.21711   1482.83589   1038.31122    -23.74574     22.42093     -0.86110    166.6    172.6      8.4     -2.1    471.1     41.7     95.8     95.7   1.73423   0.39468  29.93116
    4933 2023  7  7  5 22 36 348  3.6773    149.20643   1482.89887   1038.30552    -23.74601     22.43641     -0.86123    166.6    172.6      8.4     -2.2    471.9     41.6     95.8     95.7   1.73396   0.39468  29.92426
    4934 2023  7  7  5 22 40  25  3.6772    149.19550   1482.96247   1038.29982    -23.74627     22.45108     -0.86149    166.6    172.6      8.4     -2.2    472.7     41.6     95.8     95.7   1.73369   0.39468  29.92639
    4935 2023  7  7  5 22 43 702  3.6771    149.18429   1483.02653   1038.29410    -23.74651     22.46495     -0.86184    166.6    172.6      8.4     -2.3    473.5     41.6     95.8     95.7   1.73342   0.39468  29.91949
    4936 2023  7  7  5 22 47 380  3.6771    149.17308   1483.09092   1038.28838    -23.74671     22.47808     -0.86212    166.6    172.6      8.4     -2.3    474.4     41.5     95.8     95.7   1.73316   0.39468  29.92165
    4937 2023  7  7  5 22 51  57  3.6771    149.16189   1483.15547   1038.28266    -23.74689     22.49050     -0.86235    166.6    172.6      8.4     -2.4    475.2     41.5     95.8     95.7   1.73289   0.39468  29.91476
    4938 2023  7  7  5 22 54 734  3.6770    149.15060   1483.22001   1038.27692    -23.74705     22.50225     -0.86259    166.6    172.6      8.4     -2.4    476.0     41.5     95.8     95.7   1.73262   0.39468  29.91691
    4939 2023  7  7  5 22 58 410  3.6768    149.13945   1483.28442   1038.27119    -23.74717     22.51336     -0.86300    166.6    172.6      8.4     -2.5    476.8     41.4     95.8     95.7   1.73235   0.39468  29.91003
    4940 2023  7  7  5 23  2  87  3.6768    149.12863   1483.34862   1038.26545    -23.74726     22.52389     -0.86338    166.6    172.6      8.3     -2.5    477.0     41.4     95.8     95.7   1.73209   0.39468  29.91220
    4941 2023  7  7  5 23  5 764  3.6767    149.11798   1483.41252   1038.25971    -23.74732     22.53386     -0.86398    166.6    172.6      8.3     -2.5    476.6     41.4     95.8     95.7   1.73182   0.39468  29.90533
    4942 2023  7  7  5 23  9 441  3.6766    149.10740   1483.47487   1038.25456    -23.74734     22.54170     -0.86427    166.6    172.6      8.3     -2.5    476.3     41.4     95.8     95.7   1.73155   0.39468  29.90751
    4943 2023  7  7  5 23 13 117  3.6765    149.09692   1483.53655   1038.24967    -23.74733     22.54839     -0.86468    166.6    172.6      8.3     -2.6    475.9     41.4     95.8     95.7   1.73129   0.39468  29.90065
    4944 2023  7  7  5 23 16 794  3.6764    149.08647   1483.59744   1038.24488    -23.74728     22.55491     -0.86509    166.6    172.6      8.2     -2.6    475.6     41.4     95.8     95.7   1.73102   0.39468  29.90284
    4945 2023  7  7  5 23 20 470  3.6763    149.07572   1483.65745   1038.24015    -23.74719     22.56192     -0.86559    166.6    172.6      8.2     -2.6    475.2     41.4     95.8     95.7   1.73075   0.39468  29.89599
    4946 2023  7  7  5 23 24 146  3.6763    149.06475   1483.71653   1038.23546    -23.74706     22.56991     -0.86609    166.6    172.6      8.2     -2.7    474.9     41.4     95.8     95.7   1.73048   0.39468  29.89819
    4947 2023  7  7  5 23 27 822  3.6762    149.05376   1483.77467   1038.23080    -23.74689     22.57917     -0.86652    166.6    172.6      8.2     -2.7    474.5     41.4     95.8     95.7   1.73022   0.39468  29.89135
    4948 2023  7  7  5 23 31 498  3.6761    149.04291   1483.83182   1038.22618    -23.74669     22.58987     -0.86684    166.6    172.6      8.2     -2.7    474.2     41.4     95.8     95.7   1.72995   0.39468  29.89356
    4949 2023  7  7  5 23 35 174  3.6760    149.03221   1483.88789   1038.22157    -23.74644     22.60205     -0.86715    166.6    172.6      8.1     -2.7    473.8     41.4     95.8     95.7   1.72968   0.39468  29.88674
    4950 2023  7  7  5 23 38 850  3.6759    149.02177   1483.94275   1038.21698    -23.74615     22.61571     -0.86759    166.6    172.6      8.1     -2.8    473.5     41.4     95.8     95.7   1.72941   0.39468  29.88896
    4951 2023  7  7  5 23 42 526  3.6759    149.01150   1483.99632   1038.21241    -23.74581     22.63082     -0.86803    166.6    172.6      8.1     -2.8    473.1     41.4     95.8     95.7   1.72915   0.39468  29.88214
    4952 2023  7  7  5 23 46 202  3.6758    149.00110   1484.04860   1038.20784    -23.74544     22.64734     -0.86849    166.6    172.6      8.1     -2.8    472.8     41.4     95.8     95.7   1.72888   0.39468  29.88437
    4953 2023  7  7  5 23 49 878  3.6757    148.99046   1484.09966   1038.20328    -23.74502     22.66521     -0.86886    166.6    172.6      8.0     -2.8    472.4     41.4     95.8     95.7   1.72861   0.39468  29.87757
    4954 2023  7  7  5 23 53 553  3.6756    148.97962   1484.14949   1038.19872    -23.74457     22.68435     -0.86918    166.6    172.6      8.0     -2.9    472.1     41.4     95.8     95.7   1.72834   0.39468  29.87981
    4955 2023  7  7  5 23 57 229  3.6755    148.96870   1484.19795   1038.19416    -23.74407     22.70469     -0.86965    166.6    172.6      8.0     -2.9    471.7     41.4     95.8     95.7   1.72808   0.39468  29.87301
    4956 2023  7  7  5 24  0 904  3.6755    148.95788   1484.24498   1038.18960    -23.74353     22.72616     -0.87002    166.6    172.6      8.0     -2.9    471.2     41.4     95.8     95.7   1.72781   0.39468  29.87527
    4957 2023  7  7  5 24  4 580  3.6754    148.94720   1484.29104   1038.18504    -23.74295     22.74870     -0.87042    166.6    172.6      8.0     -2.8    470.3     41.4     91.8     93.1   1.72754   0.39468  29.86847
    4958 2023  7  7  5 24  8 255  3.6753    148.93663   1484.33522   1038.18061    -23.74242     22.77239     -0.87065    166.6    172.6      8.1     -2.7    469.4     41.4     91.8     93.1   1.72728   0.39468  29.87075
    4959 2023  7  7  5 24 11 930  3.6752    148.92599   1484.37812   1038.17622    -23.74188     22.79705     -0.87089    166.6    172.6      8.1     -2.6    468.5     41.4     91.8     93.1   1.72701   0.39468  29.86400
